Date,demand
2011-12-24,25
2011-12-25,0
2011-12-26,22
2011-12-27,11
2011-12-28,12
2011-12-29,12
2011-12-30,20
2011-12-31,13
2012-01-01,15
2012-01-02,14
2012-01-03,12
2012-01-04,16
2012-01-05,15
2012-01-06,20
2012-01-07,18
2012-01-08,15
2012-01-09,9
2012-01-10,13
2012-01-11,17
2012-01-12,13
2012-01-13,17
2012-01-14,17
2012-01-15,12
2012-01-16,8
2012-01-17,4
2012-01-18,10
2012-01-19,12
2012-01-20,11
2012-01-21,19
2012-01-22,25
2012-01-23,11
2012-01-24,13
2012-01-25,21
2012-01-26,9
2012-01-27,19
2012-01-28,23
2012-01-29,25
2012-01-30,9
2012-01-31,15
2012-02-01,11
2012-02-02,15
2012-02-03,15
2012-02-04,28
2012-02-05,15
2012-02-06,12
2012-02-07,14
2012-02-08,11
2012-02-09,17
2012-02-10,18
2012-02-11,13
2012-02-12,20
2012-02-13,18
2012-02-14,20
2012-02-15,13
2012-02-16,24
2012-02-17,8
2012-02-18,27
2012-02-19,23
2012-02-20,14
2012-02-21,13
2012-02-22,9
2012-02-23,7
2012-02-24,17
2012-02-25,30
2012-02-26,20
2012-02-27,10
2012-02-28,7
2012-02-29,4
2012-03-01,21
2012-03-02,25
2012-03-03,21
2012-03-04,21
2012-03-05,15
2012-03-06,16
2012-03-07,18
2012-03-08,19
2012-03-09,13
2012-03-10,27
2012-03-11,12
2012-03-12,20
2012-03-13,27
2012-03-14,19
2012-03-15,12
2012-03-16,23
2012-03-17,27
2012-03-18,36
2012-03-19,17
2012-03-20,12
2012-03-21,9
2012-03-22,17
2012-03-23,18
2012-03-24,33
2012-03-25,33
2012-03-26,8
2012-03-27,10
2012-03-28,11
2012-03-29,10
2012-03-30,16
2012-03-31,23
2012-04-01,37
2012-04-02,14
2012-04-03,20
2012-04-04,20
2012-04-05,15
2012-04-06,20
2012-04-07,27
2012-04-08,26
2012-04-09,11
2012-04-10,7
2012-04-11,15
2012-04-12,19
2012-04-13,21
2012-04-14,33
2012-04-15,27
2012-04-16,12
2012-04-17,11
2012-04-18,9
2012-04-19,12
2012-04-20,15
2012-04-21,28
2012-04-22,19
2012-04-23,16
2012-04-24,10
2012-04-25,12
2012-04-26,17
2012-04-27,19
2012-04-28,16
2012-04-29,26
2012-04-30,16
2012-05-01,19
2012-05-02,17
2012-05-03,22
2012-05-04,20
2012-05-05,24
2012-05-06,25
2012-05-07,15
2012-05-08,14
2012-05-09,5
2012-05-10,26
2012-05-11,16
2012-05-12,30
2012-05-13,18
2012-05-14,20
2012-05-15,15
2012-05-16,21
2012-05-17,16
2012-05-18,31
2012-05-19,36
2012-05-20,22
2012-05-21,15
2012-05-22,22
2012-05-23,19
2012-05-24,21
2012-05-25,27
2012-05-26,23
2012-05-27,21
2012-05-28,16
2012-05-29,19
2012-05-30,18
2012-05-31,20
2012-06-01,26
2012-06-02,23
2012-06-03,25
2012-06-04,12
2012-06-05,17
2012-06-06,16
2012-06-07,14
2012-06-08,28
2012-06-09,23
2012-06-10,24
2012-06-11,15
2012-06-12,8
2012-06-13,5
2012-06-14,15
2012-06-15,15
2012-06-16,25
2012-06-17,19
2012-06-18,16
2012-06-19,18
2012-06-20,10
2012-06-21,17
2012-06-22,15
2012-06-23,16
2012-06-24,26
2012-06-25,19
2012-06-26,11
2012-06-27,12
2012-06-28,11
2012-06-29,20
2012-06-30,22
2012-07-01,16
2012-07-02,11
2012-07-03,13
2012-07-04,15
2012-07-05,13
2012-07-06,17
2012-07-07,12
2012-07-08,18
2012-07-09,9
2012-07-10,16
2012-07-11,14
2012-07-12,14
2012-07-13,14
2012-07-14,33
2012-07-15,11
2012-07-16,22
2012-07-17,12
2012-07-18,10
2012-07-19,14
2012-07-20,14
2012-07-21,17
2012-07-22,14
2012-07-23,15
2012-07-24,7
2012-07-25,13
2012-07-26,15
2012-07-27,21
2012-07-28,20
2012-07-29,19
2012-07-30,12
2012-07-31,20
2012-08-01,16
2012-08-02,20
2012-08-03,21
2012-08-04,24
2012-08-05,20
2012-08-06,10
2012-08-07,20
2012-08-08,8
2012-08-09,17
2012-08-10,12
2012-08-11,21
2012-08-12,18
2012-08-13,16
2012-08-14,10
2012-08-15,18
2012-08-16,24
2012-08-17,31
2012-08-18,30
2012-08-19,13
2012-08-20,13
2012-08-21,13
2012-08-22,15
2012-08-23,15
2012-08-24,22
2012-08-25,29
2012-08-26,16
2012-08-27,15
2012-08-28,12
2012-08-29,17
2012-08-30,22
2012-08-31,18
2012-09-01,23
2012-09-02,18
2012-09-03,36
2012-09-04,15
2012-09-05,18
2012-09-06,22
2012-09-07,13
2012-09-08,32
2012-09-09,21
2012-09-10,7
2012-09-11,17
2012-09-12,18
2012-09-13,13
2012-09-14,21
2012-09-15,21
2012-09-16,15
2012-09-17,16
2012-09-18,23
2012-09-19,20
2012-09-20,17
2012-09-21,20
2012-09-22,25
2012-09-23,12
2012-09-24,9
2012-09-25,13
2012-09-26,16
2012-09-27,11
2012-09-28,20
2012-09-29,17
2012-09-30,19
2012-10-01,6
2012-10-02,16
2012-10-03,21
2012-10-04,19
2012-10-05,15
2012-10-06,16
2012-10-07,21
2012-10-08,10
2012-10-09,14
2012-10-10,13
2012-10-11,12
2012-10-12,20
2012-10-13,32
2012-10-14,15
2012-10-15,6
2012-10-16,13
2012-10-17,9
2012-10-18,13
2012-10-19,23
2012-10-20,20
2012-10-21,5
2012-10-22,4
2012-10-23,9
2012-10-24,0
2012-10-25,0
2012-10-26,28
2012-10-27,26
2012-10-28,10
2012-10-29,18
2012-10-30,23
2012-10-31,25
2012-11-01,24
2012-11-02,25
2012-11-03,24
2012-11-04,24
2012-11-05,17
2012-11-06,17
2012-11-07,25
2012-11-08,11
2012-11-09,25
2012-11-10,38
2012-11-11,21
2012-11-12,17
2012-11-13,19
2012-11-14,18
2012-11-15,14
2012-11-16,17
2012-11-17,28
2012-11-18,24
2012-11-19,13
2012-11-20,15
2012-11-21,12
2012-11-22,46
2012-11-23,40
2012-11-24,28
2012-11-25,18
2012-11-26,19
2012-11-27,18
2012-11-28,17
2012-11-29,16
2012-11-30,15
2012-12-01,16
2012-12-02,20
2012-12-03,16
2012-12-04,16
2012-12-05,16
2012-12-06,23
2012-12-07,32
2012-12-08,27
2012-12-09,28
2012-12-10,19
2012-12-11,18
2012-12-12,15
2012-12-13,22
2012-12-14,27
2012-12-15,23
2012-12-16,31
2012-12-17,13
2012-12-18,18
2012-12-19,25
2012-12-20,18
2012-12-21,36
2012-12-22,25
2012-12-23,36
2012-12-24,13
2012-12-25,0
2012-12-26,24
2012-12-27,16
2012-12-28,21
2012-12-29,20
2012-12-30,24
2012-12-31,20
2013-01-01,14
2013-01-02,7
2013-01-03,20
2013-01-04,18
2013-01-05,26
2013-01-06,18
2013-01-07,9
2013-01-08,21
2013-01-09,11
2013-01-10,14
2013-01-11,14
2013-01-12,28
2013-01-13,15
2013-01-14,10
2013-01-15,14
2013-01-16,13
2013-01-17,22
2013-01-18,21
2013-01-19,19
2013-01-20,12
2013-01-21,6
2013-01-22,9
2013-01-23,9
2013-01-24,13
2013-01-25,10
2013-01-26,19
2013-01-27,20
2013-01-28,7
2013-01-29,9
2013-01-30,17
2013-01-31,15
2013-02-01,25
2013-02-02,21
2013-02-03,18
2013-02-04,16
2013-02-05,11
2013-02-06,11
2013-02-07,13
2013-02-08,20
2013-02-09,25
2013-02-10,16
2013-02-11,12
2013-02-12,14
2013-02-13,12
2013-02-14,23
2013-02-15,22
2013-02-16,31
2013-02-17,28
2013-02-18,14
2013-02-19,13
2013-02-20,10
2013-02-21,13
2013-02-22,16
2013-02-23,21
2013-02-24,18
2013-02-25,18
2013-02-26,17
2013-02-27,6
2013-02-28,16
2013-03-01,22
2013-03-02,24
2013-03-03,27
2013-03-04,18
2013-03-05,9
2013-03-06,13
2013-03-07,16
2013-03-08,14
2013-03-09,19
2013-03-10,29
2013-03-11,12
2013-03-12,16
2013-03-13,13
2013-03-14,13
2013-03-15,21
2013-03-16,22
2013-03-17,25
2013-03-18,12
2013-03-19,11
2013-03-20,16
2013-03-21,18
2013-03-22,22
2013-03-23,25
2013-03-24,17
2013-03-25,9
2013-03-26,17
2013-03-27,22
2013-03-28,18
2013-03-29,27
2013-03-30,39
2013-03-31,21
2013-04-01,16
2013-04-02,13
2013-04-03,27
2013-04-04,16
2013-04-05,19
2013-04-06,23
2013-04-07,17
2013-04-08,6
2013-04-09,8
2013-04-10,17
2013-04-11,24
2013-04-12,14
2013-04-13,22
2013-04-14,16
2013-04-15,7
2013-04-16,9
2013-04-17,7
2013-04-18,18
2013-04-19,15
2013-04-20,18
2013-04-21,21
2013-04-22,5
2013-04-23,11
2013-04-24,15
2013-04-25,11
2013-04-26,22
2013-04-27,22
2013-04-28,14
2013-04-29,18
2013-04-30,14
2013-05-01,23
2013-05-02,13
2013-05-03,17
2013-05-04,28
2013-05-05,12
2013-05-06,14
2013-05-07,7
2013-05-08,17
2013-05-09,11
2013-05-10,12
2013-05-11,34
2013-05-12,13
2013-05-13,16
2013-05-14,12
2013-05-15,19
2013-05-16,14
2013-05-17,10
2013-05-18,21
2013-05-19,12
2013-05-20,13
2013-05-21,12
2013-05-22,9
2013-05-23,14
2013-05-24,18
2013-05-25,19
2013-05-26,19
2013-05-27,14
2013-05-28,32
2013-05-29,21
2013-05-30,17
2013-05-31,15
2013-06-01,18
2013-06-02,15
2013-06-03,23
2013-06-04,15
2013-06-05,14
2013-06-06,7
2013-06-07,15
2013-06-08,19
2013-06-09,18
2013-06-10,8
2013-06-11,7
2013-06-12,15
2013-06-13,17
2013-06-14,21
2013-06-15,20
2013-06-16,17
2013-06-17,15
2013-06-18,22
2013-06-19,11
2013-06-20,11
2013-06-21,13
2013-06-22,25
2013-06-23,18
2013-06-24,17
2013-06-25,11
2013-06-26,18
2013-06-27,9
2013-06-28,14
2013-06-29,29
2013-06-30,11
2013-07-01,18
2013-07-02,11
2013-07-03,14
2013-07-04,14
2013-07-05,21
2013-07-06,26
2013-07-07,15
2013-07-08,18
2013-07-09,15
2013-07-10,11
2013-07-11,17
2013-07-12,21
2013-07-13,17
2013-07-14,26
2013-07-15,12
2013-07-16,9
2013-07-17,11
2013-07-18,19
2013-07-19,16
2013-07-20,19
2013-07-21,18
2013-07-22,6
2013-07-23,12
2013-07-24,10
2013-07-25,12
2013-07-26,20
2013-07-27,26
2013-07-28,17
2013-07-29,10
2013-07-30,21
2013-07-31,17
2013-08-01,16
2013-08-02,19
2013-08-03,13
2013-08-04,17
2013-08-05,8
2013-08-06,13
2013-08-07,15
2013-08-08,15
2013-08-09,23
2013-08-10,28
2013-08-11,11
2013-08-12,13
2013-08-13,12
2013-08-14,6
2013-08-15,13
2013-08-16,26
2013-08-17,23
2013-08-18,12
2013-08-19,20
2013-08-20,17
2013-08-21,19
2013-08-22,17
2013-08-23,16
2013-08-24,17
2013-08-25,30
2013-08-26,10
2013-08-27,17
2013-08-28,11
2013-08-29,17
2013-08-30,18
2013-08-31,15
2013-09-01,24
2013-09-02,21
2013-09-03,17
2013-09-04,16
2013-09-05,18
2013-09-06,11
2013-09-07,16
2013-09-08,22
2013-09-09,16
2013-09-10,12
2013-09-11,18
2013-09-12,12
2013-09-13,15
2013-09-14,30
2013-09-15,20
2013-09-16,6
2013-09-17,9
2013-09-18,8
2013-09-19,20
2013-09-20,17
2013-09-21,9
2013-09-22,10
2013-09-23,12
2013-09-24,9
2013-09-25,11
2013-09-26,20
2013-09-27,16
2013-09-28,21
2013-09-29,17
2013-09-30,10
2013-10-01,16
2013-10-02,9
2013-10-03,14
2013-10-04,10
2013-10-05,13
2013-10-06,21
2013-10-07,10
2013-10-08,9
2013-10-09,10
2013-10-10,19
2013-10-11,13
2013-10-12,10
2013-10-13,18
2013-10-14,15
2013-10-15,8
2013-10-16,13
2013-10-17,15
2013-10-18,14
2013-10-19,28
2013-10-20,18
2013-10-21,13
2013-10-22,18
2013-10-23,10
2013-10-24,17
2013-10-25,13
2013-10-26,30
2013-10-27,15
2013-10-28,11
2013-10-29,12
2013-10-30,12
2013-10-31,12
2013-11-01,25
2013-11-02,28
2013-11-03,21
2013-11-04,15
2013-11-05,7
2013-11-06,12
2013-11-07,16
2013-11-08,16
2013-11-09,19
2013-11-10,24
2013-11-11,12
2013-11-12,14
2013-11-13,11
2013-11-14,10
2013-11-15,13
2013-11-16,25
2013-11-17,16
2013-11-18,12
2013-11-19,17
2013-11-20,13
2013-11-21,15
2013-11-22,19
2013-11-23,22
2013-11-24,14
2013-11-25,9
2013-11-26,8
2013-11-27,15
2013-11-28,28
2013-11-29,26
2013-11-30,21
2013-12-01,13
2013-12-02,17
2013-12-03,16
2013-12-04,10
2013-12-05,12
2013-12-06,22
2013-12-07,17
2013-12-08,11
2013-12-09,15
2013-12-10,11
2013-12-11,11
2013-12-12,20
2013-12-13,18
2013-12-14,22
2013-12-15,29
2013-12-16,14
2013-12-17,13
2013-12-18,16
2013-12-19,21
2013-12-20,26
2013-12-21,41
2013-12-22,22
2013-12-23,15
2013-12-24,21
2013-12-25,0
2013-12-26,19
2013-12-27,22
2013-12-28,21
2013-12-29,12
2013-12-30,16
2013-12-31,12
2014-01-01,21
2014-01-02,14
2014-01-03,31
2014-01-04,21
2014-01-05,16
2014-01-06,10
2014-01-07,17
2014-01-08,15
2014-01-09,12
2014-01-10,20
2014-01-11,16
2014-01-12,29
2014-01-13,7
2014-01-14,13
2014-01-15,15
2014-01-16,14
2014-01-17,16
2014-01-18,26
2014-01-19,16
2014-01-20,7
2014-01-21,8
2014-01-22,8
2014-01-23,13
2014-01-24,10
2014-01-25,23
2014-01-26,20
2014-01-27,19
2014-01-28,10
2014-01-29,7
2014-01-30,9
2014-01-31,9
2014-02-01,19
2014-02-02,16
2014-02-03,11
2014-02-04,11
2014-02-05,9
2014-02-06,6
2014-02-07,14
2014-02-08,20
2014-02-09,16
2014-02-10,9
2014-02-11,15
2014-02-12,15
2014-02-13,21
2014-02-14,11
2014-02-15,20
2014-02-16,18
2014-02-17,9
2014-02-18,17
2014-02-19,16
2014-02-20,12
2014-02-21,15
2014-02-22,22
2014-02-23,12
2014-02-24,16
2014-02-25,13
2014-02-26,21
2014-02-27,12
2014-02-28,15
2014-03-01,22
2014-03-02,27
2014-03-03,10
2014-03-04,10
2014-03-05,6
2014-03-06,8
2014-03-07,17
2014-03-08,13
2014-03-09,23
2014-03-10,20
2014-03-11,10
2014-03-12,10
2014-03-13,19
2014-03-14,13
2014-03-15,11
2014-03-16,13
2014-03-17,11
2014-03-18,8
2014-03-19,11
2014-03-20,7
2014-03-21,10
2014-03-22,21
2014-03-23,18
2014-03-24,14
2014-03-25,12
2014-03-26,8
2014-03-27,12
2014-03-28,7
2014-03-29,22
2014-03-30,19
2014-03-31,10
2014-04-01,10
2014-04-02,9
2014-04-03,10
2014-04-04,13
2014-04-05,19
2014-04-06,17
2014-04-07,12
2014-04-08,6
2014-04-09,11
2014-04-10,18
2014-04-11,13
2014-04-12,21
2014-04-13,23
2014-04-14,13
2014-04-15,12
2014-04-16,13
2014-04-17,16
2014-04-18,15
2014-04-19,25
2014-04-20,21
2014-04-21,13
2014-04-22,5
2014-04-23,10
2014-04-24,7
2014-04-25,13
2014-04-26,20
2014-04-27,15
2014-04-28,9
2014-04-29,10
2014-04-30,7
2014-05-01,14
2014-05-02,11
2014-05-03,20
2014-05-04,19
2014-05-05,9
2014-05-06,14
2014-05-07,11
2014-05-08,14
2014-05-09,11
2014-05-10,19
2014-05-11,17
2014-05-12,11
2014-05-13,15
2014-05-14,13
2014-05-15,11
2014-05-16,17
2014-05-17,18
2014-05-18,20
2014-05-19,16
2014-05-20,12
2014-05-21,18
2014-05-22,14
2014-05-23,16
2014-05-24,12
2014-05-25,8
2014-05-26,9
2014-05-27,7
2014-05-28,12
2014-05-29,8
2014-05-30,15
2014-05-31,24
2014-06-01,20
2014-06-02,7
2014-06-03,18
2014-06-04,12
2014-06-05,25
2014-06-06,18
2014-06-07,22
2014-06-08,28
2014-06-09,9
2014-06-10,11
2014-06-11,10
2014-06-12,15
2014-06-13,19
2014-06-14,34
2014-06-15,21
2014-06-16,13
2014-06-17,15
2014-06-18,19
2014-06-19,12
2014-06-20,11
2014-06-21,23
2014-06-22,23
2014-06-23,14
2014-06-24,16
2014-06-25,8
2014-06-26,24
2014-06-27,69
2014-06-28,34
2014-06-29,37
2014-06-30,21
2014-07-01,23
2014-07-02,36
2014-07-03,57
2014-07-04,59
2014-07-05,43
2014-07-06,56
2014-07-07,29
2014-07-08,34
2014-07-09,39
2014-07-10,43
2014-07-11,52
2014-07-12,39
2014-07-13,31
2014-07-14,35
2014-07-15,31
2014-07-16,35
2014-07-17,37
2014-07-18,40
2014-07-19,44
2014-07-20,46
2014-07-21,25
2014-07-22,44
2014-07-23,33
2014-07-24,42
2014-07-25,1
2014-07-26,37
2014-07-27,39
2014-07-28,16
2014-07-29,29
2014-07-30,10
2014-07-31,18
2014-08-01,24
2014-08-02,41
2014-08-03,34
2014-08-04,25
2014-08-05,16
2014-08-06,33
2014-08-07,14
2014-08-08,29
2014-08-09,42
2014-08-10,25
2014-08-11,10
2014-08-12,19
2014-08-13,22
2014-08-14,17
2014-08-15,24
2014-08-16,39
2014-08-17,35
2014-08-18,11
2014-08-19,19
2014-08-20,15
2014-08-21,16
2014-08-22,26
2014-08-23,39
2014-08-24,27
2014-08-25,15
2014-08-26,23
2014-08-27,19
2014-08-28,17
2014-08-29,25
2014-08-30,24
2014-08-31,24
2014-09-01,35
2014-09-02,15
2014-09-03,15
2014-09-04,14
2014-09-05,24
2014-09-06,23
2014-09-07,28
2014-09-08,5
2014-09-09,11
2014-09-10,7
2014-09-11,11
2014-09-12,13
2014-09-13,28
2014-09-14,17
2014-09-15,17
2014-09-16,14
2014-09-17,13
2014-09-18,16
2014-09-19,15
2014-09-20,29
2014-09-21,17
2014-09-22,9
2014-09-23,11
2014-09-24,7
2014-09-25,18
2014-09-26,11
2014-09-27,30
2014-09-28,27
2014-09-29,6
2014-09-30,11
2014-10-01,14
2014-10-02,14
2014-10-03,35
2014-10-04,20
2014-10-05,18
2014-10-06,15
2014-10-07,11
2014-10-08,5
2014-10-09,12
2014-10-10,16
2014-10-11,18
2014-10-12,23
2014-10-13,13
2014-10-14,13
2014-10-15,11
2014-10-16,10
2014-10-17,20
2014-10-18,13
2014-10-19,22
2014-10-20,8
2014-10-21,13
2014-10-22,14
2014-10-23,15
2014-10-24,23
2014-10-25,30
2014-10-26,12
2014-10-27,17
2014-10-28,17
2014-10-29,10
2014-10-30,13
2014-10-31,19
2014-11-01,24
2014-11-02,14
2014-11-03,6
2014-11-04,12
2014-11-05,13
2014-11-06,18
2014-11-07,13
2014-11-08,21
2014-11-09,17
2014-11-10,9
2014-11-11,12
2014-11-12,9
2014-11-13,9
2014-11-14,27
2014-11-15,23
2014-11-16,19
2014-11-17,9
2014-11-18,7
2014-11-19,7
2014-11-20,13
2014-11-21,15
2014-11-22,21
2014-11-23,14
2014-11-24,13
2014-11-25,18
2014-11-26,19
2014-11-27,41
2014-11-28,28
2014-11-29,22
2014-11-30,14
2014-12-01,7
2014-12-02,8
2014-12-03,17
2014-12-04,14
2014-12-05,19
2014-12-06,19
2014-12-07,28
2014-12-08,8
2014-12-09,10
2014-12-10,13
2014-12-11,15
2014-12-12,15
2014-12-13,27
2014-12-14,20
2014-12-15,13
2014-12-16,14
2014-12-17,23
2014-12-18,16
2014-12-19,29
2014-12-20,37
2014-12-21,21
2014-12-22,20
2014-12-23,46
2014-12-24,34
2014-12-25,0
2014-12-26,22
2014-12-27,19
2014-12-28,17
2014-12-29,7
2014-12-30,13
2014-12-31,13
2015-01-01,12
2015-01-02,18
2015-01-03,14
2015-01-04,17
2015-01-05,8
2015-01-06,19
2015-01-07,12
2015-01-08,11
2015-01-09,17
2015-01-10,28
2015-01-11,12
2015-01-12,7
2015-01-13,5
2015-01-14,25
2015-01-15,14
2015-01-16,17
2015-01-17,21
2015-01-18,13
2015-01-19,18
2015-01-20,9
2015-01-21,7
2015-01-22,10
2015-01-23,18
2015-01-24,23
2015-01-25,13
2015-01-26,5
2015-01-27,4
2015-01-28,11
2015-01-29,12
2015-01-30,15
2015-01-31,17
2015-02-01,8
2015-02-02,11
2015-02-03,13
2015-02-04,8
2015-02-05,25
2015-02-06,11
2015-02-07,25
2015-02-08,20
2015-02-09,11
2015-02-10,14
2015-02-11,10
2015-02-12,12
2015-02-13,18
2015-02-14,17
2015-02-15,30
2015-02-16,14
2015-02-17,6
2015-02-18,13
2015-02-19,16
2015-02-20,11
2015-02-21,22
2015-02-22,23
2015-02-23,15
2015-02-24,9
2015-02-25,14
2015-02-26,13
2015-02-27,17
2015-02-28,21
2015-03-01,18
2015-03-02,11
2015-03-03,22
2015-03-04,11
2015-03-05,10
2015-03-06,15
2015-03-07,18
2015-03-08,15
2015-03-09,7
2015-03-10,12
2015-03-11,21
2015-03-12,14
2015-03-13,15
2015-03-14,23
2015-03-15,13
2015-03-16,12
2015-03-17,14
2015-03-18,10
2015-03-19,16
2015-03-20,17
2015-03-21,15
2015-03-22,20
2015-03-23,17
2015-03-24,12
2015-03-25,5
2015-03-26,9
2015-03-27,12
2015-03-28,17
2015-03-29,15
2015-03-30,7
2015-03-31,14
2015-04-01,14
2015-04-02,13
2015-04-03,11
2015-04-04,28
2015-04-05,23
2015-04-06,12
2015-04-07,5
2015-04-08,14
2015-04-09,12
2015-04-10,11
2015-04-11,24
2015-04-12,21
2015-04-13,15
2015-04-14,11
2015-04-15,13
2015-04-16,15
2015-04-17,15
2015-04-18,18
2015-04-19,16
2015-04-20,14
2015-04-21,9
2015-04-22,12
2015-04-23,11
2015-04-24,7
2015-04-25,20
2015-04-26,17
2015-04-27,8
2015-04-28,14
2015-04-29,12
2015-04-30,8
2015-05-01,17
