Date,demand
2011-10-15,63
2011-10-16,69
2011-10-17,36
2011-10-18,32
2011-10-19,30
2011-10-20,38
2011-10-21,38
2011-10-22,52
2011-10-23,74
2011-10-24,52
2011-10-25,43
2011-10-26,37
2011-10-27,33
2011-10-28,50
2011-10-29,72
2011-10-30,99
2011-10-31,39
2011-11-01,41
2011-11-02,49
2011-11-03,25
2011-11-04,51
2011-11-05,69
2011-11-06,98
2011-11-07,50
2011-11-08,48
2011-11-09,57
2011-11-10,59
2011-11-11,58
2011-11-12,64
2011-11-13,70
2011-11-14,50
2011-11-15,24
2011-11-16,41
2011-11-17,29
2011-11-18,52
2011-11-19,55
2011-11-20,72
2011-11-21,57
2011-11-22,46
2011-11-23,48
2011-11-24,85
2011-11-25,133
2011-11-26,62
2011-11-27,54
2011-11-28,38
2011-11-29,24
2011-11-30,32
2011-12-01,44
2011-12-02,71
2011-12-03,87
2011-12-04,81
2011-12-05,59
2011-12-06,30
2011-12-07,45
2011-12-08,53
2011-12-09,47
2011-12-10,78
2011-12-11,105
2011-12-12,51
2011-12-13,47
2011-12-14,46
2011-12-15,47
2011-12-16,51
2011-12-17,97
2011-12-18,101
2011-12-19,68
2011-12-20,64
2011-12-21,70
2011-12-22,79
2011-12-23,118
2011-12-24,73
2011-12-25,0
2011-12-26,58
2011-12-27,36
2011-12-28,42
2011-12-29,35
2011-12-30,47
2011-12-31,53
2012-01-01,45
2012-01-02,51
2012-01-03,40
2012-01-04,37
2012-01-05,57
2012-01-06,42
2012-01-07,64
2012-01-08,58
2012-01-09,25
2012-01-10,32
2012-01-11,39
2012-01-12,38
2012-01-13,35
2012-01-14,59
2012-01-15,61
2012-01-16,38
2012-01-17,40
2012-01-18,32
2012-01-19,21
2012-01-20,41
2012-01-21,61
2012-01-22,53
2012-01-23,24
2012-01-24,28
2012-01-25,21
2012-01-26,31
2012-01-27,37
2012-01-28,53
2012-01-29,46
2012-01-30,30
2012-01-31,22
2012-02-01,36
2012-02-02,46
2012-02-03,42
2012-02-04,74
2012-02-05,61
2012-02-06,49
2012-02-07,31
2012-02-08,51
2012-02-09,48
2012-02-10,52
2012-02-11,82
2012-02-12,70
2012-02-13,49
2012-02-14,41
2012-02-15,10
2012-02-16,0
2012-02-17,0
2012-02-18,52
2012-02-19,75
2012-02-20,31
2012-02-21,30
2012-02-22,49
2012-02-23,37
2012-02-24,44
2012-02-25,37
2012-02-26,78
2012-02-27,36
2012-02-28,16
2012-02-29,26
2012-03-01,17
2012-03-02,44
2012-03-03,64
2012-03-04,75
2012-03-05,59
2012-03-06,39
2012-03-07,33
2012-03-08,33
2012-03-09,55
2012-03-10,53
2012-03-11,65
2012-03-12,38
2012-03-13,24
2012-03-14,40
2012-03-15,45
2012-03-16,49
2012-03-17,49
2012-03-18,53
2012-03-19,41
2012-03-20,44
2012-03-21,26
2012-03-22,27
2012-03-23,54
2012-03-24,76
2012-03-25,71
2012-03-26,40
2012-03-27,34
2012-03-28,26
2012-03-29,44
2012-03-30,57
2012-03-31,60
2012-04-01,63
2012-04-02,52
2012-04-03,54
2012-04-04,56
2012-04-05,39
2012-04-06,77
2012-04-07,111
2012-04-08,78
2012-04-09,48
2012-04-10,49
2012-04-11,36
2012-04-12,35
2012-04-13,49
2012-04-14,65
2012-04-15,74
2012-04-16,39
2012-04-17,48
2012-04-18,38
2012-04-19,42
2012-04-20,60
2012-04-21,73
2012-04-22,54
2012-04-23,32
2012-04-24,44
2012-04-25,30
2012-04-26,52
2012-04-27,33
2012-04-28,57
2012-04-29,78
2012-04-30,27
2012-05-01,33
2012-05-02,30
2012-05-03,48
2012-05-04,46
2012-05-05,78
2012-05-06,87
2012-05-07,54
2012-05-08,44
2012-05-09,48
2012-05-10,58
2012-05-11,55
2012-05-12,71
2012-05-13,58
2012-05-14,53
2012-05-15,42
2012-05-16,55
2012-05-17,30
2012-05-18,56
2012-05-19,80
2012-05-20,80
2012-05-21,52
2012-05-22,23
2012-05-23,29
2012-05-24,47
2012-05-25,47
2012-05-26,42
2012-05-27,57
2012-05-28,68
2012-05-29,37
2012-05-30,46
2012-05-31,41
2012-06-01,64
2012-06-02,77
2012-06-03,95
2012-06-04,46
2012-06-05,28
2012-06-06,33
2012-06-07,56
2012-06-08,57
2012-06-09,63
2012-06-10,85
2012-06-11,40
2012-06-12,51
2012-06-13,35
2012-06-14,43
2012-06-15,56
2012-06-16,70
2012-06-17,54
2012-06-18,33
2012-06-19,38
2012-06-20,37
2012-06-21,35
2012-06-22,55
2012-06-23,48
2012-06-24,64
2012-06-25,26
2012-06-26,37
2012-06-27,33
2012-06-28,29
2012-06-29,36
2012-06-30,57
2012-07-01,70
2012-07-02,40
2012-07-03,48
2012-07-04,52
2012-07-05,51
2012-07-06,50
2012-07-07,58
2012-07-08,52
2012-07-09,55
2012-07-10,37
2012-07-11,41
2012-07-12,44
2012-07-13,27
2012-07-14,48
2012-07-15,64
2012-07-16,34
2012-07-17,31
2012-07-18,40
2012-07-19,45
2012-07-20,39
2012-07-21,69
2012-07-22,38
2012-07-23,21
2012-07-24,35
2012-07-25,23
2012-07-26,27
2012-07-27,26
2012-07-28,36
2012-07-29,51
2012-07-30,42
2012-07-31,26
2012-08-01,49
2012-08-02,43
2012-08-03,37
2012-08-04,53
2012-08-05,114
2012-08-06,57
2012-08-07,58
2012-08-08,52
2012-08-09,54
2012-08-10,75
2012-08-11,75
2012-08-12,103
2012-08-13,39
2012-08-14,42
2012-08-15,57
2012-08-16,43
2012-08-17,43
2012-08-18,75
2012-08-19,90
2012-08-20,39
2012-08-21,49
2012-08-22,35
2012-08-23,37
2012-08-24,29
2012-08-25,58
2012-08-26,81
2012-08-27,38
2012-08-28,51
2012-08-29,45
2012-08-30,50
2012-08-31,43
2012-09-01,67
2012-09-02,84
2012-09-03,76
2012-09-04,36
2012-09-05,47
2012-09-06,35
2012-09-07,39
2012-09-08,77
2012-09-09,85
2012-09-10,39
2012-09-11,47
2012-09-12,38
2012-09-13,41
2012-09-14,59
2012-09-15,56
2012-09-16,58
2012-09-17,49
2012-09-18,42
2012-09-19,44
2012-09-20,50
2012-09-21,33
2012-09-22,62
2012-09-23,72
2012-09-24,33
2012-09-25,39
2012-09-26,27
2012-09-27,28
2012-09-28,43
2012-09-29,49
2012-09-30,72
2012-10-01,53
2012-10-02,62
2012-10-03,53
2012-10-04,45
2012-10-05,50
2012-10-06,61
2012-10-07,86
2012-10-08,50
2012-10-09,42
2012-10-10,36
2012-10-11,35
2012-10-12,40
2012-10-13,68
2012-10-14,86
2012-10-15,49
2012-10-16,48
2012-10-17,33
2012-10-18,56
2012-10-19,42
2012-10-20,70
2012-10-21,73
2012-10-22,46
2012-10-23,36
2012-10-24,28
2012-10-25,28
2012-10-26,43
2012-10-27,49
2012-10-28,64
2012-10-29,24
2012-10-30,41
2012-10-31,34
2012-11-01,35
2012-11-02,43
2012-11-03,64
2012-11-04,80
2012-11-05,34
2012-11-06,36
2012-11-07,40
2012-11-08,32
2012-11-09,48
2012-11-10,53
2012-11-11,67
2012-11-12,36
2012-11-13,49
2012-11-14,32
2012-11-15,34
2012-11-16,50
2012-11-17,73
2012-11-18,67
2012-11-19,41
2012-11-20,43
2012-11-21,42
2012-11-22,82
2012-11-23,56
2012-11-24,47
2012-11-25,61
2012-11-26,32
2012-11-27,32
2012-11-28,20
2012-11-29,32
2012-11-30,39
2012-12-01,71
2012-12-02,66
2012-12-03,40
2012-12-04,52
2012-12-05,47
2012-12-06,42
2012-12-07,67
2012-12-08,70
2012-12-09,82
2012-12-10,47
2012-12-11,38
2012-12-12,50
2012-12-13,42
2012-12-14,52
2012-12-15,68
2012-12-16,92
2012-12-17,37
2012-12-18,39
2012-12-19,42
2012-12-20,43
2012-12-21,46
2012-12-22,87
2012-12-23,100
2012-12-24,64
2012-12-25,0
2012-12-26,43
2012-12-27,43
2012-12-28,45
2012-12-29,54
2012-12-30,39
2012-12-31,68
2013-01-01,29
2013-01-02,45
2013-01-03,37
2013-01-04,43
2013-01-05,57
2013-01-06,60
2013-01-07,27
2013-01-08,29
2013-01-09,23
2013-01-10,28
2013-01-11,34
2013-01-12,47
2013-01-13,53
2013-01-14,21
2013-01-15,23
2013-01-16,32
2013-01-17,30
2013-01-18,24
2013-01-19,46
2013-01-20,35
2013-01-21,38
2013-01-22,26
2013-01-23,23
2013-01-24,28
2013-01-25,39
2013-01-26,38
2013-01-27,45
2013-01-28,25
2013-01-29,21
2013-01-30,20
2013-01-31,24
2013-02-01,41
2013-02-02,48
2013-02-03,50
2013-02-04,28
2013-02-05,33
2013-02-06,25
2013-02-07,28
2013-02-08,36
2013-02-09,71
2013-02-10,64
2013-02-11,50
2013-02-12,26
2013-02-13,41
2013-02-14,36
2013-02-15,48
2013-02-16,37
2013-02-17,46
2013-02-18,30
2013-02-19,21
2013-02-20,35
2013-02-21,47
2013-02-22,38
2013-02-23,50
2013-02-24,57
2013-02-25,31
2013-02-26,21
2013-02-27,42
2013-02-28,21
2013-03-01,46
2013-03-02,46
2013-03-03,66
2013-03-04,40
2013-03-05,26
2013-03-06,40
2013-03-07,42
2013-03-08,51
2013-03-09,45
2013-03-10,61
2013-03-11,41
2013-03-12,40
2013-03-13,32
2013-03-14,43
2013-03-15,59
2013-03-16,46
2013-03-17,52
2013-03-18,23
2013-03-19,23
2013-03-20,38
2013-03-21,39
2013-03-22,40
2013-03-23,58
2013-03-24,54
2013-03-25,37
2013-03-26,31
2013-03-27,35
2013-03-28,34
2013-03-29,50
2013-03-30,74
2013-03-31,53
2013-04-01,40
2013-04-02,39
2013-04-03,39
2013-04-04,40
2013-04-05,43
2013-04-06,59
2013-04-07,74
2013-04-08,35
2013-04-09,41
2013-04-10,31
2013-04-11,40
2013-04-12,37
2013-04-13,49
2013-04-14,54
2013-04-15,25
2013-04-16,33
2013-04-17,31
2013-04-18,38
2013-04-19,27
2013-04-20,42
2013-04-21,65
2013-04-22,29
2013-04-23,34
2013-04-24,28
2013-04-25,35
2013-04-26,31
2013-04-27,55
2013-04-28,64
2013-04-29,29
2013-04-30,41
2013-05-01,30
2013-05-02,32
2013-05-03,52
2013-05-04,76
2013-05-05,56
2013-05-06,31
2013-05-07,29
2013-05-08,44
2013-05-09,40
2013-05-10,55
2013-05-11,55
2013-05-12,77
2013-05-13,41
2013-05-14,30
2013-05-15,45
2013-05-16,28
2013-05-17,39
2013-05-18,58
2013-05-19,60
2013-05-20,42
2013-05-21,33
2013-05-22,33
2013-05-23,46
2013-05-24,31
2013-05-25,60
2013-05-26,37
2013-05-27,35
2013-05-28,33
2013-05-29,27
2013-05-30,34
2013-05-31,41
2013-06-01,111
2013-06-02,55
2013-06-03,40
2013-06-04,32
2013-06-05,41
2013-06-06,44
2013-06-07,40
2013-06-08,69
2013-06-09,74
2013-06-10,42
2013-06-11,41
2013-06-12,47
2013-06-13,51
2013-06-14,51
2013-06-15,67
2013-06-16,72
2013-06-17,36
2013-06-18,40
2013-06-19,33
2013-06-20,38
2013-06-21,55
2013-06-22,62
2013-06-23,65
2013-06-24,25
2013-06-25,31
2013-06-26,32
2013-06-27,39
2013-06-28,73
2013-06-29,65
2013-06-30,67
2013-07-01,67
2013-07-02,55
2013-07-03,55
2013-07-04,69
2013-07-05,56
2013-07-06,53
2013-07-07,74
2013-07-08,59
2013-07-09,45
2013-07-10,56
2013-07-11,45
2013-07-12,49
2013-07-13,69
2013-07-14,84
2013-07-15,44
2013-07-16,42
2013-07-17,54
2013-07-18,46
2013-07-19,60
2013-07-20,60
2013-07-21,68
2013-07-22,45
2013-07-23,33
2013-07-24,35
2013-07-25,41
2013-07-26,54
2013-07-27,49
2013-07-28,74
2013-07-29,36
2013-07-30,39
2013-07-31,41
2013-08-01,55
2013-08-02,59
2013-08-03,72
2013-08-04,68
2013-08-05,57
2013-08-06,54
2013-08-07,49
2013-08-08,61
2013-08-09,74
2013-08-10,66
2013-08-11,90
2013-08-12,58
2013-08-13,39
2013-08-14,46
2013-08-15,36
2013-08-16,55
2013-08-17,67
2013-08-18,91
2013-08-19,45
2013-08-20,41
2013-08-21,50
2013-08-22,44
2013-08-23,39
2013-08-24,63
2013-08-25,75
2013-08-26,58
2013-08-27,30
2013-08-28,33
2013-08-29,48
2013-08-30,60
2013-08-31,77
2013-09-01,67
2013-09-02,71
2013-09-03,38
2013-09-04,51
2013-09-05,51
2013-09-06,65
2013-09-07,71
2013-09-08,78
2013-09-09,53
2013-09-10,31
2013-09-11,33
2013-09-12,37
2013-09-13,60
2013-09-14,51
2013-09-15,62
2013-09-16,39
2013-09-17,41
2013-09-18,26
2013-09-19,55
2013-09-20,34
2013-09-21,42
2013-09-22,76
2013-09-23,41
2013-09-24,42
2013-09-25,22
2013-09-26,34
2013-09-27,37
2013-09-28,63
2013-09-29,66
2013-09-30,39
2013-10-01,28
2013-10-02,42
2013-10-03,37
2013-10-04,49
2013-10-05,69
2013-10-06,80
2013-10-07,46
2013-10-08,42
2013-10-09,34
2013-10-10,40
2013-10-11,47
2013-10-12,46
2013-10-13,82
2013-10-14,44
2013-10-15,35
2013-10-16,37
2013-10-17,39
2013-10-18,48
2013-10-19,62
2013-10-20,84
2013-10-21,41
2013-10-22,33
2013-10-23,40
2013-10-24,27
2013-10-25,46
2013-10-26,62
2013-10-27,67
2013-10-28,48
2013-10-29,36
2013-10-30,38
2013-10-31,33
2013-11-01,43
2013-11-02,54
2013-11-03,82
2013-11-04,38
2013-11-05,45
2013-11-06,31
2013-11-07,31
2013-11-08,54
2013-11-09,57
2013-11-10,95
2013-11-11,52
2013-11-12,31
2013-11-13,37
2013-11-14,33
2013-11-15,35
2013-11-16,61
2013-11-17,72
2013-11-18,33
2013-11-19,37
2013-11-20,42
2013-11-21,40
2013-11-22,46
2013-11-23,54
2013-11-24,60
2013-11-25,31
2013-11-26,39
2013-11-27,40
2013-11-28,72
2013-11-29,69
2013-11-30,47
2013-12-01,67
2013-12-02,29
2013-12-03,32
2013-12-04,37
2013-12-05,37
2013-12-06,49
2013-12-07,55
2013-12-08,74
2013-12-09,34
2013-12-10,53
2013-12-11,44
2013-12-12,43
2013-12-13,44
2013-12-14,58
2013-12-15,63
2013-12-16,53
2013-12-17,28
2013-12-18,37
2013-12-19,45
2013-12-20,49
2013-12-21,71
2013-12-22,76
2013-12-23,65
2013-12-24,66
2013-12-25,0
2013-12-26,37
2013-12-27,43
2013-12-28,53
2013-12-29,45
2013-12-30,33
2013-12-31,41
2014-01-01,34
2014-01-02,54
2014-01-03,60
2014-01-04,58
2014-01-05,58
2014-01-06,34
2014-01-07,34
2014-01-08,32
2014-01-09,26
2014-01-10,35
2014-01-11,41
2014-01-12,51
2014-01-13,31
2014-01-14,30
2014-01-15,22
2014-01-16,33
2014-01-17,22
2014-01-18,44
2014-01-19,53
2014-01-20,32
2014-01-21,32
2014-01-22,30
2014-01-23,23
2014-01-24,31
2014-01-25,39
2014-01-26,39
2014-01-27,26
2014-01-28,24
2014-01-29,18
2014-01-30,29
2014-01-31,25
2014-02-01,44
2014-02-02,39
2014-02-03,29
2014-02-04,31
2014-02-05,28
2014-02-06,29
2014-02-07,42
2014-02-08,57
2014-02-09,58
2014-02-10,25
2014-02-11,26
2014-02-12,37
2014-02-13,43
2014-02-14,43
2014-02-15,53
2014-02-16,55
2014-02-17,38
2014-02-18,23
2014-02-19,18
2014-02-20,38
2014-02-21,34
2014-02-22,30
2014-02-23,47
2014-02-24,41
2014-02-25,20
2014-02-26,30
2014-02-27,22
2014-02-28,34
2014-03-01,53
2014-03-02,64
2014-03-03,43
2014-03-04,31
2014-03-05,32
2014-03-06,29
2014-03-07,37
2014-03-08,35
2014-03-09,47
2014-03-10,31
2014-03-11,29
2014-03-12,33
2014-03-13,32
2014-03-14,31
2014-03-15,45
2014-03-16,43
2014-03-17,31
2014-03-18,21
2014-03-19,27
2014-03-20,20
2014-03-21,31
2014-03-22,42
2014-03-23,53
2014-03-24,32
2014-03-25,29
2014-03-26,21
2014-03-27,25
2014-03-28,34
2014-03-29,47
2014-03-30,56
2014-03-31,22
2014-04-01,34
2014-04-02,36
2014-04-03,35
2014-04-04,35
2014-04-05,48
2014-04-06,53
2014-04-07,46
2014-04-08,28
2014-04-09,42
2014-04-10,25
2014-04-11,34
2014-04-12,55
2014-04-13,55
2014-04-14,39
2014-04-15,26
2014-04-16,30
2014-04-17,44
2014-04-18,57
2014-04-19,57
2014-04-20,59
2014-04-21,58
2014-04-22,24
2014-04-23,31
2014-04-24,26
2014-04-25,38
2014-04-26,32
2014-04-27,40
2014-04-28,29
2014-04-29,33
2014-04-30,34
2014-05-01,37
2014-05-02,46
2014-05-03,44
2014-05-04,45
2014-05-05,36
2014-05-06,25
2014-05-07,36
2014-05-08,36
2014-05-09,30
2014-05-10,39
2014-05-11,57
2014-05-12,40
2014-05-13,33
2014-05-14,32
2014-05-15,38
2014-05-16,41
2014-05-17,36
2014-05-18,46
2014-05-19,43
2014-05-20,25
2014-05-21,23
2014-05-22,23
2014-05-23,39
2014-05-24,40
2014-05-25,47
2014-05-26,47
2014-05-27,29
2014-05-28,17
2014-05-29,29
2014-05-30,45
2014-05-31,49
2014-06-01,63
2014-06-02,41
2014-06-03,29
2014-06-04,40
2014-06-05,42
2014-06-06,35
2014-06-07,49
2014-06-08,71
2014-06-09,54
2014-06-10,26
2014-06-11,40
2014-06-12,44
2014-06-13,61
2014-06-14,64
2014-06-15,35
2014-06-16,30
2014-06-17,31
2014-06-18,39
2014-06-19,41
2014-06-20,51
2014-06-21,46
2014-06-22,60
2014-06-23,44
2014-06-24,28
2014-06-25,36
2014-06-26,42
2014-06-27,35
2014-06-28,48
2014-06-29,78
2014-06-30,41
2014-07-01,38
2014-07-02,46
2014-07-03,49
2014-07-04,69
2014-07-05,49
2014-07-06,80
2014-07-07,49
2014-07-08,48
2014-07-09,55
2014-07-10,41
2014-07-11,61
2014-07-12,63
2014-07-13,81
2014-07-14,58
2014-07-15,45
2014-07-16,34
2014-07-17,52
2014-07-18,65
2014-07-19,85
2014-07-20,91
2014-07-21,48
2014-07-22,31
2014-07-23,64
2014-07-24,61
2014-07-25,14
2014-07-26,75
2014-07-27,74
2014-07-28,56
2014-07-29,58
2014-07-30,72
2014-07-31,61
2014-08-01,78
2014-08-02,98
2014-08-03,96
2014-08-04,46
2014-08-05,33
2014-08-06,47
2014-08-07,45
2014-08-08,46
2014-08-09,73
2014-08-10,106
2014-08-11,60
2014-08-12,51
2014-08-13,54
2014-08-14,55
2014-08-15,66
2014-08-16,88
2014-08-17,92
2014-08-18,60
2014-08-19,41
2014-08-20,39
2014-08-21,34
2014-08-22,53
2014-08-23,72
2014-08-24,85
2014-08-25,27
2014-08-26,53
2014-08-27,35
2014-08-28,45
2014-08-29,54
2014-08-30,66
2014-08-31,76
2014-09-01,68
2014-09-02,40
2014-09-03,28
2014-09-04,38
2014-09-05,50
2014-09-06,63
2014-09-07,71
2014-09-08,46
2014-09-09,56
2014-09-10,68
2014-09-11,42
2014-09-12,55
2014-09-13,70
2014-09-14,63
2014-09-15,42
2014-09-16,41
2014-09-17,36
2014-09-18,45
2014-09-19,61
2014-09-20,55
2014-09-21,60
2014-09-22,35
2014-09-23,37
2014-09-24,37
2014-09-25,27
2014-09-26,40
2014-09-27,60
2014-09-28,51
2014-09-29,41
2014-09-30,36
2014-10-01,38
2014-10-02,41
2014-10-03,65
2014-10-04,52
2014-10-05,76
2014-10-06,35
2014-10-07,45
2014-10-08,25
2014-10-09,39
2014-10-10,55
2014-10-11,59
2014-10-12,64
2014-10-13,24
2014-10-14,42
2014-10-15,28
2014-10-16,52
2014-10-17,55
2014-10-18,76
2014-10-19,80
2014-10-20,31
2014-10-21,34
2014-10-22,40
2014-10-23,37
2014-10-24,54
2014-10-25,73
2014-10-26,39
2014-10-27,38
2014-10-28,30
2014-10-29,36
2014-10-30,36
2014-10-31,39
2014-11-01,58
2014-11-02,75
2014-11-03,45
2014-11-04,33
2014-11-05,36
2014-11-06,38
2014-11-07,33
2014-11-08,75
2014-11-09,81
2014-11-10,45
2014-11-11,43
2014-11-12,32
2014-11-13,35
2014-11-14,52
2014-11-15,56
2014-11-16,62
2014-11-17,45
2014-11-18,33
2014-11-19,32
2014-11-20,32
2014-11-21,38
2014-11-22,53
2014-11-23,54
2014-11-24,50
2014-11-25,34
2014-11-26,54
2014-11-27,68
2014-11-28,48
2014-11-29,53
2014-11-30,68
2014-12-01,46
2014-12-02,41
2014-12-03,39
2014-12-04,53
2014-12-05,61
2014-12-06,56
2014-12-07,67
2014-12-08,33
2014-12-09,46
2014-12-10,68
2014-12-11,27
2014-12-12,45
2014-12-13,51
2014-12-14,73
2014-12-15,49
2014-12-16,46
2014-12-17,41
2014-12-18,47
2014-12-19,66
2014-12-20,81
2014-12-21,95
2014-12-22,57
2014-12-23,64
2014-12-24,58
2014-12-25,0
2014-12-26,46
2014-12-27,48
2014-12-28,45
2014-12-29,28
2014-12-30,27
2014-12-31,33
2015-01-01,42
2015-01-02,39
2015-01-03,45
2015-01-04,47
2015-01-05,35
2015-01-06,35
2015-01-07,35
2015-01-08,43
2015-01-09,33
2015-01-10,62
2015-01-11,51
2015-01-12,35
2015-01-13,18
2015-01-14,23
2015-01-15,34
2015-01-16,35
2015-01-17,46
2015-01-18,56
2015-01-19,42
2015-01-20,40
2015-01-21,37
2015-01-22,21
2015-01-23,43
2015-01-24,47
2015-01-25,41
2015-01-26,28
2015-01-27,30
2015-01-28,26
2015-01-29,20
2015-01-30,31
2015-01-31,55
2015-02-01,44
2015-02-02,39
2015-02-03,37
2015-02-04,34
2015-02-05,39
2015-02-06,30
2015-02-07,56
2015-02-08,54
2015-02-09,50
2015-02-10,36
2015-02-11,40
2015-02-12,31
2015-02-13,44
2015-02-14,54
2015-02-15,35
2015-02-16,38
2015-02-17,34
2015-02-18,24
2015-02-19,31
2015-02-20,27
2015-02-21,36
2015-02-22,43
2015-02-23,26
2015-02-24,27
2015-02-25,21
2015-02-26,26
2015-02-27,33
2015-02-28,31
2015-03-01,48
2015-03-02,29
2015-03-03,27
2015-03-04,30
2015-03-05,36
2015-03-06,42
2015-03-07,45
2015-03-08,58
2015-03-09,42
2015-03-10,36
2015-03-11,41
2015-03-12,40
2015-03-13,47
2015-03-14,67
2015-03-15,53
2015-03-16,20
2015-03-17,42
2015-03-18,32
2015-03-19,30
2015-03-20,39
2015-03-21,45
2015-03-22,52
2015-03-23,38
2015-03-24,31
2015-03-25,32
2015-03-26,32
2015-03-27,33
2015-03-28,47
2015-03-29,56
2015-03-30,42
2015-03-31,29
2015-04-01,35
2015-04-02,41
2015-04-03,49
2015-04-04,64
2015-04-05,68
2015-04-06,28
2015-04-07,36
2015-04-08,41
2015-04-09,30
2015-04-10,32
2015-04-11,61
2015-04-12,68
2015-04-13,37
2015-04-14,26
2015-04-15,38
2015-04-16,34
2015-04-17,56
2015-04-18,42
2015-04-19,59
2015-04-20,44
2015-04-21,44
2015-04-22,55
2015-04-23,40
2015-04-24,56
2015-04-25,37
2015-04-26,57
2015-04-27,30
2015-04-28,28
2015-04-29,28
2015-04-30,37
2015-05-01,41
