date,quantity
2011-09-02,168
2011-09-03,231
2011-09-04,184
2011-09-05,192
2011-09-06,152
2011-09-07,160
2011-09-08,135
2011-09-09,195
2011-09-10,197
2011-09-11,260
2011-09-12,140
2011-09-13,155
2011-09-14,144
2011-09-15,149
2011-09-16,169
2011-09-17,205
2011-09-18,194
2011-09-19,140
2011-09-20,143
2011-09-21,175
2011-09-22,113
2011-09-23,147
2011-09-24,192
2011-09-25,209
2011-09-26,135
2011-09-27,96
2011-09-28,125
2011-09-29,110
2011-09-30,160
2011-10-01,207
2011-10-02,235
2011-10-03,167
2011-10-04,132
2011-10-05,138
2011-10-06,142
2011-10-07,202
2011-10-08,224
2011-10-09,217
2011-10-10,139
2011-10-11,175
2011-10-12,149
2011-10-13,154
2011-10-14,160
2011-10-15,211
2011-10-16,226
2011-10-17,130
2011-10-18,118
2011-10-19,122
2011-10-20,126
2011-10-21,149
2011-10-22,177
2011-10-23,176
2011-10-24,142
2011-10-25,155
2011-10-26,146
2011-10-27,140
2011-10-28,191
2011-10-29,212
2011-10-30,244
2011-10-31,145
2011-11-01,128
2011-11-02,157
2011-11-03,139
2011-11-04,190
2011-11-05,223
2011-11-06,248
2011-11-07,186
2011-11-08,130
2011-11-09,140
2011-11-10,168
2011-11-11,166
2011-11-12,190
2011-11-13,224
2011-11-14,156
2011-11-15,116
2011-11-16,145
2011-11-17,118
2011-11-18,158
2011-11-19,178
2011-11-20,171
2011-11-21,157
2011-11-22,153
2011-11-23,152
2011-11-24,225
2011-11-25,347
2011-11-26,167
2011-11-27,172
2011-11-28,125
2011-11-29,87
2011-11-30,106
2011-12-01,147
2011-12-02,203
2011-12-03,242
2011-12-04,221
2011-12-05,144
2011-12-06,107
2011-12-07,118
2011-12-08,145
2011-12-09,177
2011-12-10,234
2011-12-11,260
2011-12-12,166
2011-12-13,145
2011-12-14,158
2011-12-15,173
2011-12-16,199
2011-12-17,278
2011-12-18,240
2011-12-19,187
2011-12-20,182
2011-12-21,197
2011-12-22,214
2011-12-23,305
2011-12-24,224
2011-12-25,6
2011-12-26,185
2011-12-27,136
2011-12-28,138
2011-12-29,118
2011-12-30,164
2011-12-31,152
2012-01-01,119
2012-01-02,149
2012-01-03,127
2012-01-04,131
2012-01-05,128
2012-01-06,140
2012-01-07,187
2012-01-08,160
2012-01-09,102
2012-01-10,98
2012-01-11,153
2012-01-12,114
2012-01-13,132
2012-01-14,167
2012-01-15,167
2012-01-16,119
2012-01-17,106
2012-01-18,110
2012-01-19,103
2012-01-20,130
2012-01-21,174
2012-01-22,170
2012-01-23,109
2012-01-24,86
2012-01-25,101
2012-01-26,104
2012-01-27,147
2012-01-28,176
2012-01-29,160
2012-01-30,106
2012-01-31,99
2012-02-01,144
2012-02-02,166
2012-02-03,156
2012-02-04,241
2012-02-05,194
2012-02-06,152
2012-02-07,131
2012-02-08,165
2012-02-09,155
2012-02-10,168
2012-02-11,229
2012-02-12,230
2012-02-13,182
2012-02-14,182
2012-02-15,111
2012-02-16,47
2012-02-17,8
2012-02-18,193
2012-02-19,207
2012-02-20,139
2012-02-21,125
2012-02-22,149
2012-02-23,126
2012-02-24,148
2012-02-25,183
2012-02-26,209
2012-02-27,129
2012-02-28,107
2012-02-29,102
2012-03-01,128
2012-03-02,175
2012-03-03,201
2012-03-04,200
2012-03-05,157
2012-03-06,136
2012-03-07,123
2012-03-08,134
2012-03-09,143
2012-03-10,188
2012-03-11,178
2012-03-12,143
2012-03-13,144
2012-03-14,129
2012-03-15,139
2012-03-16,168
2012-03-17,187
2012-03-18,190
2012-03-19,144
2012-03-20,108
2012-03-21,102
2012-03-22,143
2012-03-23,158
2012-03-24,235
2012-03-25,204
2012-03-26,118
2012-03-27,137
2012-03-28,111
2012-03-29,122
2012-03-30,166
2012-03-31,222
2012-04-01,240
2012-04-02,162
2012-04-03,159
2012-04-04,187
2012-04-05,156
2012-04-06,223
2012-04-07,293
2012-04-08,291
2012-04-09,152
2012-04-10,133
2012-04-11,150
2012-04-12,144
2012-04-13,169
2012-04-14,224
2012-04-15,232
2012-04-16,124
2012-04-17,162
2012-04-18,144
2012-04-19,153
2012-04-20,173
2012-04-21,228
2012-04-22,210
2012-04-23,129
2012-04-24,147
2012-04-25,134
2012-04-26,159
2012-04-27,145
2012-04-28,185
2012-04-29,230
2012-04-30,119
2012-05-01,137
2012-05-02,133
2012-05-03,157
2012-05-04,171
2012-05-05,225
2012-05-06,257
2012-05-07,178
2012-05-08,125
2012-05-09,155
2012-05-10,170
2012-05-11,174
2012-05-12,253
2012-05-13,202
2012-05-14,177
2012-05-15,134
2012-05-16,160
2012-05-17,151
2012-05-18,179
2012-05-19,245
2012-05-20,251
2012-05-21,154
2012-05-22,137
2012-05-23,132
2012-05-24,171
2012-05-25,190
2012-05-26,214
2012-05-27,196
2012-05-28,196
2012-05-29,144
2012-05-30,157
2012-05-31,145
2012-06-01,213
2012-06-02,240
2012-06-03,278
2012-06-04,165
2012-06-05,129
2012-06-06,146
2012-06-07,173
2012-06-08,167
2012-06-09,215
2012-06-10,263
2012-06-11,148
2012-06-12,168
2012-06-13,137
2012-06-14,157
2012-06-15,212
2012-06-16,213
2012-06-17,220
2012-06-18,147
2012-06-19,145
2012-06-20,132
2012-06-21,142
2012-06-22,174
2012-06-23,194
2012-06-24,238
2012-06-25,142
2012-06-26,156
2012-06-27,124
2012-06-28,118
2012-06-29,167
2012-06-30,189
2012-07-01,212
2012-07-02,147
2012-07-03,176
2012-07-04,169
2012-07-05,171
2012-07-06,182
2012-07-07,205
2012-07-08,191
2012-07-09,156
2012-07-10,140
2012-07-11,147
2012-07-12,161
2012-07-13,156
2012-07-14,228
2012-07-15,215
2012-07-16,146
2012-07-17,130
2012-07-18,126
2012-07-19,146
2012-07-20,153
2012-07-21,230
2012-07-22,181
2012-07-23,125
2012-07-24,132
2012-07-25,133
2012-07-26,126
2012-07-27,163
2012-07-28,195
2012-07-29,187
2012-07-30,152
2012-07-31,136
2012-08-01,170
2012-08-02,174
2012-08-03,172
2012-08-04,226
2012-08-05,244
2012-08-06,174
2012-08-07,198
2012-08-08,146
2012-08-09,193
2012-08-10,209
2012-08-11,270
2012-08-12,286
2012-08-13,166
2012-08-14,148
2012-08-15,194
2012-08-16,186
2012-08-17,194
2012-08-18,250
2012-08-19,273
2012-08-20,155
2012-08-21,177
2012-08-22,133
2012-08-23,154
2012-08-24,154
2012-08-25,220
2012-08-26,289
2012-08-27,170
2012-08-28,168
2012-08-29,144
2012-08-30,109
2012-08-31,158
2012-09-01,252
2012-09-02,244
2012-09-03,233
2012-09-04,173
2012-09-05,166
2012-09-06,149
2012-09-07,158
2012-09-08,214
2012-09-09,236
2012-09-10,134
2012-09-11,139
2012-09-12,153
2012-09-13,170
2012-09-14,191
2012-09-15,243
2012-09-16,195
2012-09-17,146
2012-09-18,146
2012-09-19,154
2012-09-20,146
2012-09-21,171
2012-09-22,208
2012-09-23,201
2012-09-24,148
2012-09-25,139
2012-09-26,135
2012-09-27,117
2012-09-28,157
2012-09-29,172
2012-09-30,220
2012-10-01,164
2012-10-02,160
2012-10-03,170
2012-10-04,172
2012-10-05,182
2012-10-06,231
2012-10-07,240
2012-10-08,147
2012-10-09,157
2012-10-10,128
2012-10-11,141
2012-10-12,191
2012-10-13,254
2012-10-14,226
2012-10-15,165
2012-10-16,137
2012-10-17,148
2012-10-18,171
2012-10-19,166
2012-10-20,235
2012-10-21,198
2012-10-22,162
2012-10-23,143
2012-10-24,109
2012-10-25,109
2012-10-26,171
2012-10-27,190
2012-10-28,176
2012-10-29,102
2012-10-30,153
2012-10-31,128
2012-11-01,152
2012-11-02,156
2012-11-03,230
2012-11-04,226
2012-11-05,154
2012-11-06,118
2012-11-07,138
2012-11-08,133
2012-11-09,168
2012-11-10,229
2012-11-11,240
2012-11-12,135
2012-11-13,130
2012-11-14,141
2012-11-15,132
2012-11-16,160
2012-11-17,229
2012-11-18,229
2012-11-19,141
2012-11-20,149
2012-11-21,165
2012-11-22,311
2012-11-23,271
2012-11-24,204
2012-11-25,194
2012-11-26,129
2012-11-27,115
2012-11-28,93
2012-11-29,132
2012-11-30,148
2012-12-01,235
2012-12-02,225
2012-12-03,176
2012-12-04,139
2012-12-05,138
2012-12-06,164
2012-12-07,217
2012-12-08,239
2012-12-09,246
2012-12-10,160
2012-12-11,133
2012-12-12,156
2012-12-13,166
2012-12-14,244
2012-12-15,250
2012-12-16,277
2012-12-17,152
2012-12-18,164
2012-12-19,193
2012-12-20,166
2012-12-21,205
2012-12-22,291
2012-12-23,305
2012-12-24,198
2012-12-25,1
2012-12-26,161
2012-12-27,137
2012-12-28,151
2012-12-29,173
2012-12-30,148
2012-12-31,164
2013-01-01,115
2013-01-02,121
2013-01-03,136
2013-01-04,126
2013-01-05,203
2013-01-06,175
2013-01-07,116
2013-01-08,112
2013-01-09,96
2013-01-10,123
2013-01-11,140
2013-01-12,184
2013-01-13,158
2013-01-14,98
2013-01-15,98
2013-01-16,125
2013-01-17,137
2013-01-18,134
2013-01-19,194
2013-01-20,144
2013-01-21,117
2013-01-22,89
2013-01-23,98
2013-01-24,116
2013-01-25,114
2013-01-26,155
2013-01-27,158
2013-01-28,95
2013-01-29,95
2013-01-30,95
2013-01-31,104
2013-02-01,165
2013-02-02,196
2013-02-03,179
2013-02-04,110
2013-02-05,121
2013-02-06,117
2013-02-07,121
2013-02-08,151
2013-02-09,215
2013-02-10,179
2013-02-11,158
2013-02-12,89
2013-02-13,82
2013-02-14,78
2013-02-15,150
2013-02-16,200
2013-02-17,187
2013-02-18,142
2013-02-19,112
2013-02-20,105
2013-02-21,126
2013-02-22,120
2013-02-23,164
2013-02-24,187
2013-02-25,109
2013-02-26,111
2013-02-27,115
2013-02-28,107
2013-03-01,161
2013-03-02,175
2013-03-03,216
2013-03-04,136
2013-03-05,93
2013-03-06,146
2013-03-07,128
2013-03-08,118
2013-03-09,165
2013-03-10,168
2013-03-11,126
2013-03-12,129
2013-03-13,76
2013-03-14,81
2013-03-15,113
2013-03-16,121
2013-03-17,111
2013-03-18,57
2013-03-19,55
2013-03-20,105
2013-03-21,120
2013-03-22,114
2013-03-23,181
2013-03-24,163
2013-03-25,112
2013-03-26,117
2013-03-27,129
2013-03-28,110
2013-03-29,185
2013-03-30,218
2013-03-31,194
2013-04-01,139
2013-04-02,107
2013-04-03,114
2013-04-04,114
2013-04-05,140
2013-04-06,181
2013-04-07,178
2013-04-08,118
2013-04-09,117
2013-04-10,119
2013-04-11,136
2013-04-12,120
2013-04-13,182
2013-04-14,164
2013-04-15,121
2013-04-16,87
2013-04-17,102
2013-04-18,122
2013-04-19,119
2013-04-20,178
2013-04-21,183
2013-04-22,103
2013-04-23,115
2013-04-24,98
2013-04-25,123
2013-04-26,124
2013-04-27,152
2013-04-28,174
2013-04-29,101
2013-04-30,128
2013-05-01,136
2013-05-02,111
2013-05-03,141
2013-05-04,238
2013-05-05,174
2013-05-06,114
2013-05-07,116
2013-05-08,131
2013-05-09,124
2013-05-10,139
2013-05-11,174
2013-05-12,220
2013-05-13,145
2013-05-14,114
2013-05-15,129
2013-05-16,119
2013-05-17,134
2013-05-18,181
2013-05-19,176
2013-05-20,134
2013-05-21,109
2013-05-22,115
2013-05-23,136
2013-05-24,121
2013-05-25,172
2013-05-26,141
2013-05-27,121
2013-05-28,140
2013-05-29,102
2013-05-30,113
2013-05-31,134
2013-06-01,252
2013-06-02,161
2013-06-03,162
2013-06-04,128
2013-06-05,133
2013-06-06,142
2013-06-07,137
2013-06-08,179
2013-06-09,190
2013-06-10,144
2013-06-11,139
2013-06-12,152
2013-06-13,153
2013-06-14,168
2013-06-15,218
2013-06-16,174
2013-06-17,120
2013-06-18,137
2013-06-19,111
2013-06-20,131
2013-06-21,165
2013-06-22,181
2013-06-23,190
2013-06-24,108
2013-06-25,116
2013-06-26,140
2013-06-27,130
2013-06-28,176
2013-06-29,223
2013-06-30,203
2013-07-01,179
2013-07-02,146
2013-07-03,147
2013-07-04,199
2013-07-05,175
2013-07-06,203
2013-07-07,180
2013-07-08,130
2013-07-09,141
2013-07-10,132
2013-07-11,147
2013-07-12,184
2013-07-13,201
2013-07-14,225
2013-07-15,122
2013-07-16,119
2013-07-17,138
2013-07-18,134
2013-07-19,142
2013-07-20,187
2013-07-21,172
2013-07-22,131
2013-07-23,101
2013-07-24,111
2013-07-25,122
2013-07-26,164
2013-07-27,197
2013-07-28,216
2013-07-29,137
2013-07-30,138
2013-07-31,130
2013-08-01,161
2013-08-02,170
2013-08-03,209
2013-08-04,243
2013-08-05,163
2013-08-06,152
2013-08-07,151
2013-08-08,152
2013-08-09,200
2013-08-10,201
2013-08-11,218
2013-08-12,142
2013-08-13,148
2013-08-14,141
2013-08-15,160
2013-08-16,156
2013-08-17,229
2013-08-18,243
2013-08-19,169
2013-08-20,148
2013-08-21,164
2013-08-22,159
2013-08-23,129
2013-08-24,231
2013-08-25,254
2013-08-26,129
2013-08-27,115
2013-08-28,116
2013-08-29,135
2013-08-30,165
2013-08-31,209
2013-09-01,216
2013-09-02,211
2013-09-03,119
2013-09-04,133
2013-09-05,134
2013-09-06,139
2013-09-07,172
2013-09-08,198
2013-09-09,125
2013-09-10,115
2013-09-11,132
2013-09-12,120
2013-09-13,176
2013-09-14,200
2013-09-15,189
2013-09-16,119
2013-09-17,126
2013-09-18,105
2013-09-19,137
2013-09-20,104
2013-09-21,126
2013-09-22,190
2013-09-23,120
2013-09-24,115
2013-09-25,103
2013-09-26,114
2013-09-27,114
2013-09-28,167
2013-09-29,163
2013-09-30,108
2013-10-01,112
2013-10-02,114
2013-10-03,129
2013-10-04,131
2013-10-05,182
2013-10-06,203
2013-10-07,128
2013-10-08,94
2013-10-09,90
2013-10-10,119
2013-10-11,137
2013-10-12,176
2013-10-13,203
2013-10-14,153
2013-10-15,117
2013-10-16,136
2013-10-17,148
2013-10-18,144
2013-10-19,210
2013-10-20,204
2013-10-21,121
2013-10-22,114
2013-10-23,128
2013-10-24,113
2013-10-25,155
2013-10-26,209
2013-10-27,171
2013-10-28,140
2013-10-29,122
2013-10-30,163
2013-10-31,114
2013-11-01,163
2013-11-02,174
2013-11-03,220
2013-11-04,113
2013-11-05,137
2013-11-06,105
2013-11-07,116
2013-11-08,142
2013-11-09,200
2013-11-10,203
2013-11-11,146
2013-11-12,125
2013-11-13,129
2013-11-14,96
2013-11-15,125
2013-11-16,182
2013-11-17,207
2013-11-18,138
2013-11-19,123
2013-11-20,112
2013-11-21,121
2013-11-22,135
2013-11-23,166
2013-11-24,177
2013-11-25,121
2013-11-26,110
2013-11-27,146
2013-11-28,251
2013-11-29,246
2013-11-30,191
2013-12-01,184
2013-12-02,114
2013-12-03,153
2013-12-04,131
2013-12-05,113
2013-12-06,159
2013-12-07,191
2013-12-08,182
2013-12-09,115
2013-12-10,129
2013-12-11,158
2013-12-12,134
2013-12-13,141
2013-12-14,187
2013-12-15,200
2013-12-16,137
2013-12-17,121
2013-12-18,162
2013-12-19,176
2013-12-20,185
2013-12-21,219
2013-12-22,226
2013-12-23,201
2013-12-24,189
2013-12-25,1
2013-12-26,152
2013-12-27,123
2013-12-28,164
2013-12-29,161
2013-12-30,121
2013-12-31,120
2014-01-01,114
2014-01-02,122
2014-01-03,162
2014-01-04,168
2014-01-05,143
2014-01-06,95
2014-01-07,121
2014-01-08,85
2014-01-09,103
2014-01-10,125
2014-01-11,164
2014-01-12,159
2014-01-13,94
2014-01-14,107
2014-01-15,83
2014-01-16,117
2014-01-17,124
2014-01-18,116
2014-01-19,147
2014-01-20,103
2014-01-21,91
2014-01-22,86
2014-01-23,90
2014-01-24,89
2014-01-25,144
2014-01-26,150
2014-01-27,85
2014-01-28,77
2014-01-29,76
2014-01-30,82
2014-01-31,96
2014-02-01,146
2014-02-02,133
2014-02-03,106
2014-02-04,88
2014-02-05,79
2014-02-06,85
2014-02-07,118
2014-02-08,150
2014-02-09,186
2014-02-10,108
2014-02-11,104
2014-02-12,118
2014-02-13,165
2014-02-14,158
2014-02-15,175
2014-02-16,164
2014-02-17,113
2014-02-18,104
2014-02-19,94
2014-02-20,118
2014-02-21,125
2014-02-22,127
2014-02-23,164
2014-02-24,112
2014-02-25,99
2014-02-26,96
2014-02-27,100
2014-02-28,116
2014-03-01,181
2014-03-02,177
2014-03-03,105
2014-03-04,93
2014-03-05,106
2014-03-06,119
2014-03-07,143
2014-03-08,143
2014-03-09,156
2014-03-10,134
2014-03-11,116
2014-03-12,109
2014-03-13,132
2014-03-14,126
2014-03-15,147
2014-03-16,152
2014-03-17,115
2014-03-18,101
2014-03-19,98
2014-03-20,96
2014-03-21,109
2014-03-22,166
2014-03-23,173
2014-03-24,105
2014-03-25,105
2014-03-26,69
2014-03-27,86
2014-03-28,130
2014-03-29,158
2014-03-30,179
2014-03-31,83
2014-04-01,118
2014-04-02,106
2014-04-03,111
2014-04-04,106
2014-04-05,175
2014-04-06,179
2014-04-07,126
2014-04-08,118
2014-04-09,127
2014-04-10,115
2014-04-11,129
2014-04-12,185
2014-04-13,188
2014-04-14,132
2014-04-15,123
2014-04-16,125
2014-04-17,141
2014-04-18,166
2014-04-19,185
2014-04-20,212
2014-04-21,124
2014-04-22,114
2014-04-23,122
2014-04-24,114
2014-04-25,133
2014-04-26,143
2014-04-27,177
2014-04-28,113
2014-04-29,108
2014-04-30,109
2014-05-01,143
2014-05-02,142
2014-05-03,179
2014-05-04,183
2014-05-05,130
2014-05-06,120
2014-05-07,126
2014-05-08,118
2014-05-09,136
2014-05-10,186
2014-05-11,189
2014-05-12,131
2014-05-13,143
2014-05-14,107
2014-05-15,107
2014-05-16,137
2014-05-17,149
2014-05-18,165
2014-05-19,132
2014-05-20,112
2014-05-21,122
2014-05-22,108
2014-05-23,148
2014-05-24,152
2014-05-25,161
2014-05-26,120
2014-05-27,101
2014-05-28,90
2014-05-29,103
2014-05-30,147
2014-05-31,161
2014-06-01,218
2014-06-02,129
2014-06-03,125
2014-06-04,149
2014-06-05,164
2014-06-06,147
2014-06-07,175
2014-06-08,230
2014-06-09,148
2014-06-10,114
2014-06-11,139
2014-06-12,114
2014-06-13,184
2014-06-14,196
2014-06-15,157
2014-06-16,138
2014-06-17,118
2014-06-18,142
2014-06-19,132
2014-06-20,160
2014-06-21,180
2014-06-22,198
2014-06-23,138
2014-06-24,117
2014-06-25,116
2014-06-26,118
2014-06-27,187
2014-06-28,166
2014-06-29,220
2014-06-30,159
2014-07-01,168
2014-07-02,180
2014-07-03,224
2014-07-04,233
2014-07-05,179
2014-07-06,246
2014-07-07,157
2014-07-08,178
2014-07-09,172
2014-07-10,160
2014-07-11,174
2014-07-12,210
2014-07-13,241
2014-07-14,195
2014-07-15,187
2014-07-16,155
2014-07-17,175
2014-07-18,216
2014-07-19,276
2014-07-20,296
2014-07-21,171
2014-07-22,166
2014-07-23,193
2014-07-24,217
2014-07-25,125
2014-07-26,238
2014-07-27,265
2014-07-28,181
2014-07-29,189
2014-07-30,191
2014-07-31,197
2014-08-01,230
2014-08-02,301
2014-08-03,259
2014-08-04,175
2014-08-05,184
2014-08-06,180
2014-08-07,175
2014-08-08,202
2014-08-09,261
2014-08-10,290
2014-08-11,193
2014-08-12,166
2014-08-13,172
2014-08-14,185
2014-08-15,200
2014-08-16,270
2014-08-17,263
2014-08-18,155
2014-08-19,134
2014-08-20,135
2014-08-21,139
2014-08-22,183
2014-08-23,274
2014-08-24,267
2014-08-25,137
2014-08-26,170
2014-08-27,164
2014-08-28,159
2014-08-29,186
2014-08-30,244
2014-08-31,242
2014-09-01,250
2014-09-02,175
2014-09-03,154
2014-09-04,178
2014-09-05,193
2014-09-06,204
2014-09-07,202
2014-09-08,147
2014-09-09,174
2014-09-10,178
2014-09-11,151
2014-09-12,165
2014-09-13,216
2014-09-14,192
2014-09-15,173
2014-09-16,146
2014-09-17,124
2014-09-18,145
2014-09-19,196
2014-09-20,210
2014-09-21,210
2014-09-22,118
2014-09-23,133
2014-09-24,128
2014-09-25,141
2014-09-26,130
2014-09-27,191
2014-09-28,201
2014-09-29,127
2014-09-30,125
2014-10-01,179
2014-10-02,143
2014-10-03,204
2014-10-04,205
2014-10-05,225
2014-10-06,130
2014-10-07,124
2014-10-08,122
2014-10-09,150
2014-10-10,179
2014-10-11,208
2014-10-12,205
2014-10-13,132
2014-10-14,150
2014-10-15,136
2014-10-16,138
2014-10-17,163
2014-10-18,222
2014-10-19,221
2014-10-20,153
2014-10-21,148
2014-10-22,130
2014-10-23,164
2014-10-24,183
2014-10-25,230
2014-10-26,168
2014-10-27,143
2014-10-28,158
2014-10-29,149
2014-10-30,152
2014-10-31,162
2014-11-01,198
2014-11-02,195
2014-11-03,139
2014-11-04,107
2014-11-05,82
2014-11-06,122
2014-11-07,145
2014-11-08,207
2014-11-09,202
2014-11-10,134
2014-11-11,149
2014-11-12,105
2014-11-13,110
2014-11-14,160
2014-11-15,159
2014-11-16,172
2014-11-17,131
2014-11-18,96
2014-11-19,119
2014-11-20,98
2014-11-21,126
2014-11-22,173
2014-11-23,172
2014-11-24,155
2014-11-25,130
2014-11-26,179
2014-11-27,256
2014-11-28,196
2014-11-29,174
2014-11-30,188
2014-12-01,125
2014-12-02,103
2014-12-03,126
2014-12-04,155
2014-12-05,175
2014-12-06,171
2014-12-07,210
2014-12-08,119
2014-12-09,120
2014-12-10,154
2014-12-11,114
2014-12-12,168
2014-12-13,194
2014-12-14,196
2014-12-15,166
2014-12-16,127
2014-12-17,138
2014-12-18,154
2014-12-19,203
2014-12-20,227
2014-12-21,256
2014-12-22,184
2014-12-23,226
2014-12-24,185
2014-12-25,2
2014-12-26,159
2014-12-27,146
2014-12-28,146
2014-12-29,108
2014-12-30,115
2014-12-31,126
2015-01-01,110
2015-01-02,124
2015-01-03,137
2015-01-04,149
2015-01-05,100
2015-01-06,124
2015-01-07,117
2015-01-08,112
2015-01-09,122
2015-01-10,155
2015-01-11,143
2015-01-12,108
2015-01-13,80
2015-01-14,92
2015-01-15,121
2015-01-16,115
2015-01-17,141
2015-01-18,159
2015-01-19,125
2015-01-20,84
2015-01-21,81
2015-01-22,70
2015-01-23,122
2015-01-24,137
2015-01-25,120
2015-01-26,74
2015-01-27,78
2015-01-28,89
2015-01-29,96
2015-01-30,102
2015-01-31,136
2015-02-01,125
2015-02-02,95
2015-02-03,112
2015-02-04,84
2015-02-05,122
2015-02-06,106
2015-02-07,165
2015-02-08,166
2015-02-09,123
2015-02-10,105
2015-02-11,114
2015-02-12,113
2015-02-13,118
2015-02-14,133
2015-02-15,135
2015-02-16,107
2015-02-17,92
2015-02-18,83
2015-02-19,113
2015-02-20,108
2015-02-21,150
2015-02-22,141
2015-02-23,91
2015-02-24,83
2015-02-25,87
2015-02-26,85
2015-02-27,92
2015-02-28,114
2015-03-01,143
2015-03-02,91
2015-03-03,97
2015-03-04,91
2015-03-05,83
2015-03-06,120
2015-03-07,152
2015-03-08,137
2015-03-09,104
2015-03-10,81
2015-03-11,108
2015-03-12,96
2015-03-13,133
2015-03-14,170
2015-03-15,129
2015-03-16,109
2015-03-17,102
2015-03-18,87
2015-03-19,107
2015-03-20,119
2015-03-21,131
2015-03-22,145
2015-03-23,109
2015-03-24,100
2015-03-25,95
2015-03-26,95
2015-03-27,94
2015-03-28,151
2015-03-29,133
2015-03-30,114
2015-03-31,101
2015-04-01,104
2015-04-02,112
2015-04-03,142
2015-04-04,181
2015-04-05,159
2015-04-06,107
2015-04-07,101
2015-04-08,109
2015-04-09,100
2015-04-10,88
2015-04-11,148
2015-04-12,159
2015-04-13,110
2015-04-14,81
2015-04-15,110
2015-04-16,93
2015-04-17,127
2015-04-18,133
2015-04-19,139
2015-04-20,95
2015-04-21,96
2015-04-22,112
2015-04-23,116
2015-04-24,105
2015-04-25,125
2015-04-26,135
2015-04-27,94
2015-04-28,86
2015-04-29,88
2015-04-30,87
2015-05-01,128
