date,quantity
2011-12-28,230
2011-12-29,225
2011-12-30,296
2011-12-31,328
2012-01-01,204
2012-01-02,227
2012-01-03,219
2012-01-04,213
2012-01-05,233
2012-01-06,230
2012-01-07,333
2012-01-08,284
2012-01-09,172
2012-01-10,173
2012-01-11,234
2012-01-12,195
2012-01-13,221
2012-01-14,313
2012-01-15,279
2012-01-16,248
2012-01-17,181
2012-01-18,179
2012-01-19,212
2012-01-20,224
2012-01-21,310
2012-01-22,281
2012-01-23,220
2012-01-24,173
2012-01-25,150
2012-01-26,186
2012-01-27,222
2012-01-28,278
2012-01-29,269
2012-01-30,172
2012-01-31,206
2012-02-01,298
2012-02-02,239
2012-02-03,285
2012-02-04,318
2012-02-05,356
2012-02-06,262
2012-02-07,234
2012-02-08,244
2012-02-09,262
2012-02-10,281
2012-02-11,365
2012-02-12,312
2012-02-13,278
2012-02-14,280
2012-02-15,151
2012-02-16,4
2012-02-17,0
2012-02-18,333
2012-02-19,348
2012-02-20,238
2012-02-21,195
2012-02-22,201
2012-02-23,226
2012-02-24,208
2012-02-25,297
2012-02-26,284
2012-02-27,232
2012-02-28,195
2012-02-29,214
2012-03-01,266
2012-03-02,266
2012-03-03,293
2012-03-04,284
2012-03-05,231
2012-03-06,256
2012-03-07,214
2012-03-08,226
2012-03-09,225
2012-03-10,317
2012-03-11,267
2012-03-12,271
2012-03-13,248
2012-03-14,258
2012-03-15,275
2012-03-16,304
2012-03-17,355
2012-03-18,327
2012-03-19,242
2012-03-20,196
2012-03-21,201
2012-03-22,201
2012-03-23,237
2012-03-24,311
2012-03-25,323
2012-03-26,204
2012-03-27,173
2012-03-28,189
2012-03-29,162
2012-03-30,240
2012-03-31,350
2012-04-01,300
2012-04-02,213
2012-04-03,244
2012-04-04,259
2012-04-05,245
2012-04-06,300
2012-04-07,349
2012-04-08,313
2012-04-09,191
2012-04-10,200
2012-04-11,230
2012-04-12,251
2012-04-13,274
2012-04-14,322
2012-04-15,328
2012-04-16,161
2012-04-17,201
2012-04-18,216
2012-04-19,209
2012-04-20,198
2012-04-21,286
2012-04-22,278
2012-04-23,209
2012-04-24,183
2012-04-25,195
2012-04-26,198
2012-04-27,201
2012-04-28,250
2012-04-29,283
2012-04-30,224
2012-05-01,249
2012-05-02,248
2012-05-03,265
2012-05-04,264
2012-05-05,290
2012-05-06,272
2012-05-07,239
2012-05-08,207
2012-05-09,231
2012-05-10,212
2012-05-11,228
2012-05-12,373
2012-05-13,379
2012-05-14,256
2012-05-15,229
2012-05-16,227
2012-05-17,232
2012-05-18,236
2012-05-19,339
2012-05-20,307
2012-05-21,214
2012-05-22,223
2012-05-23,206
2012-05-24,225
2012-05-25,263
2012-05-26,273
2012-05-27,267
2012-05-28,244
2012-05-29,185
2012-05-30,179
2012-05-31,160
2012-06-01,257
2012-06-02,298
2012-06-03,323
2012-06-04,213
2012-06-05,211
2012-06-06,252
2012-06-07,230
2012-06-08,279
2012-06-09,333
2012-06-10,331
2012-06-11,273
2012-06-12,254
2012-06-13,220
2012-06-14,275
2012-06-15,298
2012-06-16,336
2012-06-17,340
2012-06-18,217
2012-06-19,229
2012-06-20,226
2012-06-21,223
2012-06-22,278
2012-06-23,325
2012-06-24,298
2012-06-25,258
2012-06-26,246
2012-06-27,235
2012-06-28,191
2012-06-29,250
2012-06-30,289
2012-07-01,278
2012-07-02,267
2012-07-03,273
2012-07-04,318
2012-07-05,258
2012-07-06,294
2012-07-07,314
2012-07-08,288
2012-07-09,177
2012-07-10,201
2012-07-11,216
2012-07-12,218
2012-07-13,237
2012-07-14,323
2012-07-15,306
2012-07-16,256
2012-07-17,219
2012-07-18,190
2012-07-19,223
2012-07-20,319
2012-07-21,348
2012-07-22,299
2012-07-23,216
2012-07-24,216
2012-07-25,201
2012-07-26,193
2012-07-27,267
2012-07-28,294
2012-07-29,315
2012-07-30,225
2012-07-31,244
2012-08-01,242
2012-08-02,273
2012-08-03,325
2012-08-04,373
2012-08-05,345
2012-08-06,261
2012-08-07,233
2012-08-08,239
2012-08-09,271
2012-08-10,276
2012-08-11,412
2012-08-12,364
2012-08-13,274
2012-08-14,232
2012-08-15,250
2012-08-16,279
2012-08-17,337
2012-08-18,394
2012-08-19,429
2012-08-20,249
2012-08-21,235
2012-08-22,217
2012-08-23,235
2012-08-24,295
2012-08-25,377
2012-08-26,406
2012-08-27,283
2012-08-28,239
2012-08-29,253
2012-08-30,263
2012-08-31,287
2012-09-01,351
2012-09-02,349
2012-09-03,334
2012-09-04,261
2012-09-05,206
2012-09-06,248
2012-09-07,286
2012-09-08,333
2012-09-09,337
2012-09-10,216
2012-09-11,197
2012-09-12,208
2012-09-13,224
2012-09-14,254
2012-09-15,346
2012-09-16,340
2012-09-17,246
2012-09-18,196
2012-09-19,179
2012-09-20,222
2012-09-21,211
2012-09-22,315
2012-09-23,303
2012-09-24,202
2012-09-25,226
2012-09-26,200
2012-09-27,198
2012-09-28,265
2012-09-29,278
2012-09-30,270
2012-10-01,234
2012-10-02,234
2012-10-03,234
2012-10-04,237
2012-10-05,269
2012-10-06,366
2012-10-07,292
2012-10-08,228
2012-10-09,222
2012-10-10,229
2012-10-11,251
2012-10-12,297
2012-10-13,358
2012-10-14,332
2012-10-15,230
2012-10-16,203
2012-10-17,235
2012-10-18,218
2012-10-19,255
2012-10-20,312
2012-10-21,325
2012-10-22,231
2012-10-23,255
2012-10-24,194
2012-10-25,255
2012-10-26,244
2012-10-27,320
2012-10-28,273
2012-10-29,191
2012-10-30,224
2012-10-31,229
2012-11-01,246
2012-11-02,294
2012-11-03,333
2012-11-04,310
2012-11-05,222
2012-11-06,210
2012-11-07,222
2012-11-08,222
2012-11-09,263
2012-11-10,317
2012-11-11,323
2012-11-12,203
2012-11-13,165
2012-11-14,182
2012-11-15,251
2012-11-16,250
2012-11-17,327
2012-11-18,311
2012-11-19,263
2012-11-20,239
2012-11-21,349
2012-11-22,432
2012-11-23,386
2012-11-24,299
2012-11-25,300
2012-11-26,229
2012-11-27,179
2012-11-28,167
2012-11-29,178
2012-11-30,244
2012-12-01,331
2012-12-02,330
2012-12-03,262
2012-12-04,205
2012-12-05,253
2012-12-06,231
2012-12-07,265
2012-12-08,344
2012-12-09,352
2012-12-10,197
2012-12-11,233
2012-12-12,223
2012-12-13,225
2012-12-14,268
2012-12-15,380
2012-12-16,325
2012-12-17,217
2012-12-18,239
2012-12-19,287
2012-12-20,225
2012-12-21,322
2012-12-22,454
2012-12-23,442
2012-12-24,420
2012-12-25,0
2012-12-26,249
2012-12-27,196
2012-12-28,212
2012-12-29,247
2012-12-30,237
2012-12-31,217
2013-01-01,197
2013-01-02,184
2013-01-03,197
2013-01-04,189
2013-01-05,233
2013-01-06,264
2013-01-07,185
2013-01-08,173
2013-01-09,158
2013-01-10,190
2013-01-11,236
2013-01-12,288
2013-01-13,203
2013-01-14,160
2013-01-15,179
2013-01-16,147
2013-01-17,184
2013-01-18,199
2013-01-19,283
2013-01-20,244
2013-01-21,184
2013-01-22,143
2013-01-23,171
2013-01-24,197
2013-01-25,183
2013-01-26,246
2013-01-27,230
2013-01-28,184
2013-01-29,163
2013-01-30,152
2013-01-31,166
2013-02-01,232
2013-02-02,285
2013-02-03,283
2013-02-04,195
2013-02-05,224
2013-02-06,179
2013-02-07,220
2013-02-08,232
2013-02-09,293
2013-02-10,299
2013-02-11,205
2013-02-12,196
2013-02-13,295
2013-02-14,243
2013-02-15,262
2013-02-16,271
2013-02-17,329
2013-02-18,200
2013-02-19,188
2013-02-20,187
2013-02-21,235
2013-02-22,231
2013-02-23,313
2013-02-24,286
2013-02-25,200
2013-02-26,169
2013-02-27,176
2013-02-28,191
2013-03-01,245
2013-03-02,304
2013-03-03,294
2013-03-04,234
2013-03-05,172
2013-03-06,184
2013-03-07,202
2013-03-08,254
2013-03-09,320
2013-03-10,250
2013-03-11,208
2013-03-12,224
2013-03-13,235
2013-03-14,203
2013-03-15,260
2013-03-16,336
2013-03-17,273
2013-03-18,207
2013-03-19,173
2013-03-20,173
2013-03-21,157
2013-03-22,227
2013-03-23,254
2013-03-24,271
2013-03-25,192
2013-03-26,191
2013-03-27,204
2013-03-28,172
2013-03-29,271
2013-03-30,313
2013-03-31,288
2013-04-01,209
2013-04-02,183
2013-04-03,194
2013-04-04,178
2013-04-05,196
2013-04-06,270
2013-04-07,268
2013-04-08,188
2013-04-09,186
2013-04-10,147
2013-04-11,200
2013-04-12,218
2013-04-13,251
2013-04-14,271
2013-04-15,221
2013-04-16,182
2013-04-17,161
2013-04-18,158
2013-04-19,172
2013-04-20,242
2013-04-21,238
2013-04-22,182
2013-04-23,175
2013-04-24,161
2013-04-25,187
2013-04-26,217
2013-04-27,192
2013-04-28,244
2013-04-29,156
2013-04-30,194
2013-05-01,223
2013-05-02,193
2013-05-03,202
2013-05-04,287
2013-05-05,234
2013-05-06,191
2013-05-07,182
2013-05-08,156
2013-05-09,171
2013-05-10,191
2013-05-11,266
2013-05-12,278
2013-05-13,196
2013-05-14,182
2013-05-15,145
2013-05-16,180
2013-05-17,199
2013-05-18,264
2013-05-19,265
2013-05-20,199
2013-05-21,174
2013-05-22,175
2013-05-23,180
2013-05-24,193
2013-05-25,244
2013-05-26,255
2013-05-27,250
2013-05-28,169
2013-05-29,155
2013-05-30,184
2013-05-31,243
2013-06-01,292
2013-06-02,238
2013-06-03,242
2013-06-04,189
2013-06-05,206
2013-06-06,217
2013-06-07,221
2013-06-08,284
2013-06-09,256
2013-06-10,206
2013-06-11,218
2013-06-12,180
2013-06-13,238
2013-06-14,265
2013-06-15,337
2013-06-16,290
2013-06-17,209
2013-06-18,163
2013-06-19,171
2013-06-20,191
2013-06-21,214
2013-06-22,279
2013-06-23,289
2013-06-24,198
2013-06-25,196
2013-06-26,184
2013-06-27,207
2013-06-28,210
2013-06-29,311
2013-06-30,263
2013-07-01,252
2013-07-02,187
2013-07-03,253
2013-07-04,263
2013-07-05,254
2013-07-06,242
2013-07-07,211
2013-07-08,171
2013-07-09,193
2013-07-10,193
2013-07-11,189
2013-07-12,248
2013-07-13,289
2013-07-14,277
2013-07-15,214
2013-07-16,195
2013-07-17,183
2013-07-18,224
2013-07-19,229
2013-07-20,255
2013-07-21,247
2013-07-22,208
2013-07-23,191
2013-07-24,180
2013-07-25,198
2013-07-26,212
2013-07-27,278
2013-07-28,265
2013-07-29,239
2013-07-30,205
2013-07-31,212
2013-08-01,246
2013-08-02,266
2013-08-03,332
2013-08-04,313
2013-08-05,237
2013-08-06,224
2013-08-07,244
2013-08-08,208
2013-08-09,296
2013-08-10,310
2013-08-11,344
2013-08-12,270
2013-08-13,249
2013-08-14,222
2013-08-15,221
2013-08-16,260
2013-08-17,316
2013-08-18,397
2013-08-19,259
2013-08-20,217
2013-08-21,210
2013-08-22,227
2013-08-23,300
2013-08-24,360
2013-08-25,370
2013-08-26,248
2013-08-27,215
2013-08-28,203
2013-08-29,217
2013-08-30,220
2013-08-31,270
2013-09-01,274
2013-09-02,282
2013-09-03,250
2013-09-04,179
2013-09-05,237
2013-09-06,260
2013-09-07,261
2013-09-08,284
2013-09-09,201
2013-09-10,175
2013-09-11,199
2013-09-12,175
2013-09-13,232
2013-09-14,273
2013-09-15,268
2013-09-16,172
2013-09-17,145
2013-09-18,167
2013-09-19,165
2013-09-20,147
2013-09-21,200
2013-09-22,194
2013-09-23,134
2013-09-24,166
2013-09-25,176
2013-09-26,175
2013-09-27,216
2013-09-28,239
2013-09-29,244
2013-09-30,169
2013-10-01,213
2013-10-02,164
2013-10-03,218
2013-10-04,246
2013-10-05,249
2013-10-06,245
2013-10-07,169
2013-10-08,148
2013-10-09,191
2013-10-10,190
2013-10-11,247
2013-10-12,256
2013-10-13,238
2013-10-14,187
2013-10-15,179
2013-10-16,164
2013-10-17,169
2013-10-18,183
2013-10-19,252
2013-10-20,269
2013-10-21,146
2013-10-22,147
2013-10-23,133
2013-10-24,154
2013-10-25,178
2013-10-26,206
2013-10-27,165
2013-10-28,129
2013-10-29,134
2013-10-30,157
2013-10-31,168
2013-11-01,212
2013-11-02,204
2013-11-03,237
2013-11-04,109
2013-11-05,170
2013-11-06,139
2013-11-07,141
2013-11-08,197
2013-11-09,229
2013-11-10,238
2013-11-11,171
2013-11-12,147
2013-11-13,143
2013-11-14,153
2013-11-15,212
2013-11-16,289
2013-11-17,270
2013-11-18,167
2013-11-19,192
2013-11-20,180
2013-11-21,170
2013-11-22,187
2013-11-23,219
2013-11-24,206
2013-11-25,153
2013-11-26,168
2013-11-27,240
2013-11-28,276
2013-11-29,234
2013-11-30,252
2013-12-01,283
2013-12-02,189
2013-12-03,270
2013-12-04,183
2013-12-05,177
2013-12-06,185
2013-12-07,240
2013-12-08,278
2013-12-09,193
2013-12-10,174
2013-12-11,162
2013-12-12,169
2013-12-13,209
2013-12-14,245
2013-12-15,249
2013-12-16,169
2013-12-17,174
2013-12-18,177
2013-12-19,195
2013-12-20,224
2013-12-21,310
2013-12-22,210
2013-12-23,213
2013-12-24,315
2013-12-25,5
2013-12-26,198
2013-12-27,162
2013-12-28,191
2013-12-29,182
2013-12-30,147
2013-12-31,191
2014-01-01,139
2014-01-02,129
2014-01-03,159
2014-01-04,181
2014-01-05,169
2014-01-06,130
2014-01-07,117
2014-01-08,136
2014-01-09,135
2014-01-10,143
2014-01-11,205
2014-01-12,184
2014-01-13,146
2014-01-14,112
2014-01-15,141
2014-01-16,155
2014-01-17,177
2014-01-18,200
2014-01-19,188
2014-01-20,149
2014-01-21,120
2014-01-22,113
2014-01-23,109
2014-01-24,141
2014-01-25,177
2014-01-26,183
2014-01-27,122
2014-01-28,91
2014-01-29,102
2014-01-30,141
2014-01-31,176
2014-02-01,226
2014-02-02,150
2014-02-03,148
2014-02-04,133
2014-02-05,137
2014-02-06,150
2014-02-07,162
2014-02-08,215
2014-02-09,242
2014-02-10,152
2014-02-11,132
2014-02-12,193
2014-02-13,224
2014-02-14,202
2014-02-15,267
2014-02-16,257
2014-02-17,184
2014-02-18,147
2014-02-19,169
2014-02-20,157
2014-02-21,177
2014-02-22,205
2014-02-23,239
2014-02-24,158
2014-02-25,161
2014-02-26,125
2014-02-27,158
2014-02-28,191
2014-03-01,237
2014-03-02,223
2014-03-03,140
2014-03-04,142
2014-03-05,137
2014-03-06,156
2014-03-07,188
2014-03-08,217
2014-03-09,199
2014-03-10,164
2014-03-11,160
2014-03-12,149
2014-03-13,160
2014-03-14,169
2014-03-15,188
2014-03-16,231
2014-03-17,157
2014-03-18,166
2014-03-19,160
2014-03-20,135
2014-03-21,135
2014-03-22,258
2014-03-23,183
2014-03-24,133
2014-03-25,134
2014-03-26,100
2014-03-27,159
2014-03-28,141
2014-03-29,226
2014-03-30,212
2014-03-31,139
2014-04-01,140
2014-04-02,125
2014-04-03,128
2014-04-04,147
2014-04-05,157
2014-04-06,225
2014-04-07,151
2014-04-08,161
2014-04-09,154
2014-04-10,160
2014-04-11,165
2014-04-12,210
2014-04-13,197
2014-04-14,112
2014-04-15,164
2014-04-16,160
2014-04-17,166
2014-04-18,204
2014-04-19,243
2014-04-20,244
2014-04-21,125
2014-04-22,123
2014-04-23,172
2014-04-24,136
2014-04-25,203
2014-04-26,216
2014-04-27,224
2014-04-28,122
2014-04-29,141
2014-04-30,137
2014-05-01,195
2014-05-02,160
2014-05-03,220
2014-05-04,218
2014-05-05,154
2014-05-06,144
2014-05-07,159
2014-05-08,158
2014-05-09,181
2014-05-10,275
2014-05-11,226
2014-05-12,148
2014-05-13,135
2014-05-14,137
2014-05-15,167
2014-05-16,199
2014-05-17,213
2014-05-18,214
2014-05-19,137
2014-05-20,132
2014-05-21,149
2014-05-22,138
2014-05-23,194
2014-05-24,198
2014-05-25,228
2014-05-26,154
2014-05-27,121
2014-05-28,121
2014-05-29,161
2014-05-30,175
2014-05-31,196
2014-06-01,223
2014-06-02,150
2014-06-03,153
2014-06-04,173
2014-06-05,192
2014-06-06,169
2014-06-07,272
2014-06-08,186
2014-06-09,156
2014-06-10,133
2014-06-11,155
2014-06-12,187
2014-06-13,175
2014-06-14,302
2014-06-15,245
2014-06-16,180
2014-06-17,153
2014-06-18,172
2014-06-19,193
2014-06-20,182
2014-06-21,216
2014-06-22,180
2014-06-23,156
2014-06-24,143
2014-06-25,159
2014-06-26,150
2014-06-27,237
2014-06-28,209
2014-06-29,225
2014-06-30,166
2014-07-01,182
2014-07-02,221
2014-07-03,273
2014-07-04,308
2014-07-05,247
2014-07-06,253
2014-07-07,217
2014-07-08,206
2014-07-09,225
2014-07-10,250
2014-07-11,252
2014-07-12,302
2014-07-13,211
2014-07-14,195
2014-07-15,187
2014-07-16,176
2014-07-17,191
2014-07-18,255
2014-07-19,268
2014-07-20,225
2014-07-21,183
2014-07-22,212
2014-07-23,204
2014-07-24,257
2014-07-25,216
2014-07-26,151
2014-07-27,167
2014-07-28,179
2014-07-29,193
2014-07-30,211
2014-07-31,225
2014-08-01,336
2014-08-02,324
2014-08-03,338
2014-08-04,231
2014-08-05,217
2014-08-06,233
2014-08-07,289
2014-08-08,363
2014-08-09,378
2014-08-10,330
2014-08-11,256
2014-08-12,223
2014-08-13,214
2014-08-14,207
2014-08-15,317
2014-08-16,292
2014-08-17,271
2014-08-18,158
2014-08-19,200
2014-08-20,174
2014-08-21,236
2014-08-22,264
2014-08-23,326
2014-08-24,354
2014-08-25,212
2014-08-26,188
2014-08-27,192
2014-08-28,199
2014-08-29,236
2014-08-30,289
2014-08-31,247
2014-09-01,292
2014-09-02,168
2014-09-03,225
2014-09-04,185
2014-09-05,236
2014-09-06,301
2014-09-07,243
2014-09-08,212
2014-09-09,193
2014-09-10,207
2014-09-11,196
2014-09-12,180
2014-09-13,287
2014-09-14,228
2014-09-15,173
2014-09-16,164
2014-09-17,190
2014-09-18,151
2014-09-19,202
2014-09-20,281
2014-09-21,238
2014-09-22,140
2014-09-23,174
2014-09-24,167
2014-09-25,141
2014-09-26,201
2014-09-27,269
2014-09-28,239
2014-09-29,163
2014-09-30,144
2014-10-01,198
2014-10-02,192
2014-10-03,246
2014-10-04,260
2014-10-05,245
2014-10-06,160
2014-10-07,183
2014-10-08,196
2014-10-09,205
2014-10-10,210
2014-10-11,237
2014-10-12,241
2014-10-13,149
2014-10-14,182
2014-10-15,161
2014-10-16,146
2014-10-17,187
2014-10-18,241
2014-10-19,222
2014-10-20,146
2014-10-21,142
2014-10-22,158
2014-10-23,174
2014-10-24,159
2014-10-25,256
2014-10-26,233
2014-10-27,172
2014-10-28,167
2014-10-29,157
2014-10-30,165
2014-10-31,193
2014-11-01,219
2014-11-02,213
2014-11-03,164
2014-11-04,173
2014-11-05,125
2014-11-06,161
2014-11-07,181
2014-11-08,196
2014-11-09,182
2014-11-10,107
2014-11-11,116
2014-11-12,119
2014-11-13,144
2014-11-14,199
2014-11-15,267
2014-11-16,256
2014-11-17,187
2014-11-18,166
2014-11-19,176
2014-11-20,175
2014-11-21,199
2014-11-22,251
2014-11-23,216
2014-11-24,157
2014-11-25,178
2014-11-26,224
2014-11-27,328
2014-11-28,241
2014-11-29,204
2014-11-30,213
2014-12-01,180
2014-12-02,184
2014-12-03,189
2014-12-04,165
2014-12-05,222
2014-12-06,244
2014-12-07,263
2014-12-08,198
2014-12-09,190
2014-12-10,174
2014-12-11,190
2014-12-12,222
2014-12-13,300
2014-12-14,291
2014-12-15,258
2014-12-16,210
2014-12-17,186
2014-12-18,242
2014-12-19,235
2014-12-20,304
2014-12-21,320
2014-12-22,281
2014-12-23,279
2014-12-24,332
2014-12-25,0
2014-12-26,273
2014-12-27,179
2014-12-28,165
2014-12-29,129
2014-12-30,143
2014-12-31,179
2015-01-01,139
2015-01-02,193
2015-01-03,210
2015-01-04,181
2015-01-05,167
2015-01-06,165
2015-01-07,118
2015-01-08,125
2015-01-09,143
2015-01-10,157
2015-01-11,181
2015-01-12,148
2015-01-13,112
2015-01-14,117
2015-01-15,134
2015-01-16,182
2015-01-17,221
2015-01-18,222
2015-01-19,142
2015-01-20,136
2015-01-21,138
2015-01-22,115
2015-01-23,135
2015-01-24,216
2015-01-25,189
2015-01-26,144
2015-01-27,151
2015-01-28,138
2015-01-29,144
2015-01-30,174
2015-01-31,228
2015-02-01,218
2015-02-02,166
2015-02-03,180
2015-02-04,182
2015-02-05,154
2015-02-06,211
2015-02-07,253
2015-02-08,256
2015-02-09,203
2015-02-10,185
2015-02-11,224
2015-02-12,218
2015-02-13,231
2015-02-14,256
2015-02-15,268
2015-02-16,172
2015-02-17,137
2015-02-18,149
2015-02-19,172
2015-02-20,185
2015-02-21,289
2015-02-22,233
2015-02-23,119
2015-02-24,156
2015-02-25,132
2015-02-26,152
2015-02-27,149
2015-02-28,243
2015-03-01,245
2015-03-02,145
2015-03-03,204
2015-03-04,196
2015-03-05,151
2015-03-06,148
2015-03-07,210
2015-03-08,197
2015-03-09,152
2015-03-10,152
2015-03-11,146
2015-03-12,161
2015-03-13,191
2015-03-14,233
2015-03-15,237
2015-03-16,164
2015-03-17,195
2015-03-18,131
2015-03-19,166
2015-03-20,199
2015-03-21,205
2015-03-22,213
2015-03-23,161
2015-03-24,61
2015-03-25,186
2015-03-26,120
2015-03-27,135
2015-03-28,218
2015-03-29,198
2015-03-30,149
2015-03-31,138
2015-04-01,197
2015-04-02,159
2015-04-03,269
2015-04-04,238
2015-04-05,222
2015-04-06,177
2015-04-07,158
2015-04-08,172
2015-04-09,165
2015-04-10,173
2015-04-11,181
2015-04-12,223
2015-04-13,173
2015-04-14,140
2015-04-15,161
2015-04-16,115
2015-04-17,124
2015-04-18,205
2015-04-19,244
2015-04-20,161
2015-04-21,159
2015-04-22,157
2015-04-23,166
2015-04-24,190
2015-04-25,254
2015-04-26,219
2015-04-27,169
2015-04-28,196
2015-04-29,146
2015-04-30,181
2015-05-01,246
